entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_reason,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_date,entry_symbol,position_size,entry_trend,quick_reentry,breakout_entry,vshape_entry,entry_ret_5d,entry_drop20d,entry_dist_sma20,entry_profile,entry_choppy_regime,symbol
111,121,10,-6.33,166.52,signal,2021-07-05,0.6271186440677965,0.0652818991097923,-1.1150627615062092,1.2541664507883874,1.0,2.0,0.14998275793569496,0.6666666666666666,4,2021-06-21,SKG,0.375,moderate,False,False,False,-1.56,-2.51,5.87,balanced,False,SKG
148,179,31,28.34,131.9,peak_protect_dist,2021-09-29,0.8443113772455091,0.026503567787971433,0.7382759696370869,1.094376584466467,0.0,2.0,0.27152670496450304,0.55,3,2021-08-11,SKG,0.5,moderate,False,False,False,2.72,0.0,7.38,balanced,False,SKG
185,212,27,16.4,164.46,signal,2021-11-17,0.921052631578947,0.01517341040462434,-5.948768817831727,0.7608803978902041,3.0,3.0,0.1954911050635128,0.18333333333333332,1,2021-10-07,SKG,0.4,strong,False,False,False,9.15,0.0,7.54,balanced,False,SKG
8,53,45,54.43,228.24,signal,2021-03-29,0.8737233054781801,0.025264722273824994,-9.411197039150139,1.3322750786654733,2.0,2.0,-0.103934602040543,0.7333333333333333,3,2021-01-14,SLS,0.375,moderate,False,False,False,1.68,-1.73,2.25,balanced,False,SLS
64,73,9,-3.14,16.14,signal,2021-04-28,0.5785324439053973,0.08031896452097542,30.44050213596931,0.8095423081645428,2.0,2.0,-0.0018142395889293329,0.016666666666666666,4,2021-04-14,SLS,0.95,strong,False,False,False,0.08,-6.62,0.26,balanced,False,SLS
110,119,9,-5.52,36.83,signal,2021-07-05,0.6785527005768218,0.06714129244249736,-9.144910375428815,1.9103434658491936,2.0,3.0,-0.06470379275592078,0.9,4,2021-06-22,SLS,0.7124999999999999,strong,False,False,False,5.67,-4.97,5.64,balanced,False,SLS
129,173,44,20.17,174.17,signal,2021-10-20,0.9687979539641937,0.00634953679608633,17.610622888737808,2.1194650197718583,4.0,3.0,-0.12134058150475066,0.85,3,2021-08-16,SLS,0.4,strong,False,False,False,19.28,0.0,11.65,balanced,False,SLS
2,21,19,-5.79,324.64,signal,2021-02-02,0.911504424778761,0.025157232704402538,1.2126589766341596,0.7270193016655389,2.0,3.0,-0.08611144765444269,0.8666666666666667,3,2021-01-06,SMC,0.25,weak,False,False,False,0.0,0.0,0.0,balanced,False,SMC
23,75,52,49.46,330.37,signal,2021-04-28,0.3873121869782969,0.21976047904191628,-6.570841889117048,1.076424536147515,2.0,3.0,0.06905263412563396,0.6,3,2021-02-04,SMC,0.26775,weak,False,False,True,3.47,-16.37,-1.54,balanced,False,SMC
77,97,20,17.71,159.6,peak_protect_dist,2021-06-01,0.5323590814196241,0.08549618320610695,-7.124023932664024,0.9575691903486051,1.0,2.0,0.16319561969914548,0.15,3,2021-05-04,SMC,0.425,strong,False,False,False,3.31,-6.56,3.38,balanced,False,SMC
100,109,9,-8.79,11.13,signal,2021-06-17,0.7444253859348194,0.04613003095975239,-0.31150663135457535,0.779552851581612,2.0,3.0,0.0046986600192703565,0.016666666666666666,3,2021-06-04,SMC,0.9,strong,False,False,False,5.28,-1.49,3.39,balanced,False,SMC
110,121,11,2.45,11.69,trailing_stop,2021-07-06,0.6007604562737637,0.06668783740870134,3.811114143960438,0.8222926287161859,2.0,2.0,-0.08478717882716852,0.08333333333333333,4,2021-06-18,SMC,0.95,strong,False,False,False,4.86,-2.51,3.01,balanced,False,SMC
122,125,3,-15.93,132.36,signal_hard_cap,2021-07-12,0.5807926829268292,0.0852448853068816,-7.193463064424748,1.355119984278675,2.0,2.0,0.08327779912290761,0.55,4,2021-07-07,SMC,0.425,strong,True,False,False,2.19,-3.73,3.86,balanced,False,SMC
135,147,12,5.77,206.24,peak_protect_dist,2021-08-11,1.0,0.0,13.636662807939963,1.2280670382181424,3.0,2.0,-0.12029913422802097,0.7666666666666667,3,2021-07-26,SMC,0.34,strong,False,False,False,15.82,0.0,12.32,balanced,False,SMC
150,178,28,-1.17,113.62,signal,2021-09-27,0.8719912472647708,0.03039750584567406,-21.616540979267043,1.1053747247980488,0.0,1.0,0.06540577034363525,0.6833333333333333,2,2021-08-16,SMC,0.5,strong,False,False,False,-2.46,-2.46,6.14,balanced,False,SMC
183,199,16,2.3,201.29,signal,2021-10-26,0.654411764705883,0.055832739368020766,17.40807516172633,0.727961077633199,2.0,3.0,-0.08180375277700584,0.06666666666666667,4,2021-10-04,SMC,0.34,strong,False,False,False,10.65,-3.35,0.87,balanced,False,SMC
13,28,15,-2.08,311.19,signal,2021-06-11,0.8499999999999996,0.031250000000000076,11.01694915254238,1.4990769265094563,3.0,2.0,-0.09707169907967461,0.08333333333333333,4,2021-05-21,SPI,0.25,moderate,False,False,False,4.92,-1.54,7.52,balanced,False,SPI
59,73,14,-5.33,300.45,signal,2021-08-13,0.5833333333333334,0.13333333333333333,16.88453159041395,0.9976659100645839,0.0,2.0,-0.09712287893561941,0.6333333333333333,4,2021-07-26,SPI,0.25,weak,False,False,False,3.45,-9.64,0.3,balanced,False,SPI
141,151,10,-4.44,301.13,fast_exit_loss,2021-12-03,0.6341463414634146,0.1111111111111111,-21.30597014925374,1.4413958840371028,1.0,1.0,-0.14571477871315952,1.0,3,2021-11-19,SPI,0.25,strong,False,False,False,-3.57,-4.93,9.09,balanced,False,SPI
10,16,6,-12.96,95.55,signal_hard_cap,2021-01-26,0.6666666666666666,0.046296296296296294,22.96918767507008,1.374442678545589,2.0,2.0,2.8084207693167587,0.26666666666666666,5,2021-01-18,SRA,0.5,moderate,False,False,False,3.85,0.0,5.6,balanced,False,SRA
40,55,15,-6.93,147.32,signal,2021-03-29,1.0,0.0,4.1666666666667,1.8599008095254852,3.0,1.0,0.5023381373887212,0.5833333333333334,2,2021-03-08,SRA,0.4,strong,False,False,False,9.78,0.0,12.28,balanced,False,SRA
62,71,9,-8.0,148.24,signal,2021-04-20,0.9090909090909094,0.009999999999999964,19.444444444444443,1.3557409881374756,4.0,1.0,1.162428972044437,0.05,2,2021-04-07,SRA,0.4,strong,False,True,False,7.53,0.0,4.99,balanced,False,SRA
112,122,10,-8.14,135.5,signal,2021-07-05,0.5789473684210523,0.09302325581395357,7.30837789661318,0.9583258669124718,0.0,2.0,-0.10282825904572201,0.7,4,2021-06-21,SRA,0.425,moderate,False,False,False,4.88,-2.27,5.07,balanced,False,SRA
161,176,15,-5.15,216.52,signal,2021-09-24,0.9629629629629625,0.010309278350515611,7.758620689655174,1.4719899555120755,3.0,2.0,5.4513087844233885,0.9333333333333333,3,2021-08-31,SRA,0.31875,strong,False,False,False,15.48,0.0,17.15,balanced,False,SRA
201,230,29,17.35,129.69,signal,2021-12-09,0.8750000000000004,0.020408163265306048,-4.912280701754426,2.610595407247979,3.0,3.0,3.695793564662186,0.16666666666666666,3,2021-10-29,SRA,0.5,moderate,False,False,False,5.38,0.0,7.69,balanced,False,SRA
240,245,5,-7.87,,end,2021-12-31,0.7391304347826082,0.047244094488189094,32.15686274509806,1.2094721235938686,2.0,2.0,0.2253121607304871,0.5333333333333333,5,2021-12-24,SRA,0.34,strong,False,False,False,7.63,-0.78,6.99,balanced,False,SRA
5,11,6,-6.54,100.18,fast_exit_loss,2021-01-19,0.8566037735849048,0.021064301552106573,6.780063291139257,0.8555231290463252,2.0,4.0,-0.03392568853491251,0.26666666666666666,3,2021-01-11,SRC,0.5,moderate,False,False,False,2.85,0.0,3.91,balanced,False,SRC
33,47,14,-5.72,271.69,signal,2021-03-17,0.5926493108728944,0.13963254593175853,19.931094275044927,0.7856230614851305,0.0,2.0,-0.08777187385340897,0.7833333333333333,4,2021-02-25,SRC,0.26775,strong,False,False,False,4.38,-8.9,4.79,balanced,False,SRC
50,62,12,-2.21,13.82,trailing_stop,2021-04-07,0.9499999999999988,0.0042171850289932445,9.942950285248564,1.2403256105197245,4.0,2.0,-0.018604877383966472,0.13333333333333333,3,2021-03-22,SRC,0.9,strong,False,False,False,4.63,-0.42,4.0,balanced,False,SRC
65,74,9,-10.51,99.28,signal_hard_cap,2021-04-26,0.4229390681003585,0.0872156013001083,-26.15484109386538,0.6439002471354752,1.0,0.0,-0.009000211860991529,0.18333333333333332,2,2021-04-12,SRC,0.5,moderate,True,False,False,-1.81,-5.24,0.15,balanced,False,SRC
166,179,13,8.8,176.12,peak_protect_dist,2021-09-27,0.5750000000000001,0.04432855280312906,1.1730205278592436,1.1794386628823714,2.0,2.0,-0.001718706016928256,0.15,5,2021-09-07,SRC,0.375,moderate,False,False,False,4.0,-2.73,0.63,balanced,False,SRC
180,217,37,11.8,144.61,signal,2021-11-23,0.49069767441860507,0.13051251489868876,-9.13775334936446,1.5221065042247985,1.0,1.0,-0.007969640656102242,0.9166666666666666,3,2021-09-28,SRC,0.425,strong,False,False,False,-2.67,-4.98,3.56,balanced,False,SRC
2,17,15,-12.41,309.06,signal_hard_cap,2021-01-27,0.9264990328820114,0.027576197387518202,1.065992140566422,0.7787714678431686,0.0,2.0,-0.15531797404684286,0.8166666666666667,3,2021-01-06,SSI,0.25,weak,False,False,False,0.0,0.0,0.0,high_beta,False,SSI
29,46,17,-1.34,306.2,signal,2021-03-16,0.6622807017543858,0.11466865227103507,11.263354382620435,1.0712049517637896,1.0,2.0,-0.1471991072879433,0.45,4,2021-02-19,SSI,0.25,weak,False,False,False,5.25,-8.7,4.98,high_beta,False,SSI
60,73,13,-5.71,159.63,signal,2021-04-23,0.9190283400809712,0.014104372355430259,28.108518307721518,1.3050959442385186,3.0,4.0,0.02337106073276793,0.3,3,2021-04-05,SSI,0.392,strong,False,False,False,11.48,0.0,6.68,high_beta,False,SSI
82,125,43,52.13,194.23,signal,2021-07-13,0.6180257510729619,0.06330014224751059,10.300006816400263,0.9837708504599523,0.0,1.0,0.006878656556755333,0.4,3,2021-05-10,SSI,0.4165,moderate,False,True,False,6.43,-4.94,2.68,high_beta,False,SSI
127,159,32,11.72,153.45,signal,2021-09-06,0.47721822541966413,0.09828674481514878,-10.982264665757157,1.129350904052218,0.0,2.0,0.017404825725376237,0.3,4,2021-07-15,SSI,0.4165,strong,False,False,False,-1.25,-4.93,3.31,high_beta,False,SSI
161,171,10,-5.51,171.69,signal,2021-09-22,1.0,0.0,0.8105773702744372,0.9572679043911587,2.0,1.0,-0.017029583867200142,0.03333333333333333,1,2021-09-08,SSI,0.3675,strong,False,False,False,3.49,0.0,5.72,high_beta,False,SSI
205,228,23,19.66,76.69,peak_protect_dist,2021-12-10,0.9066985645933013,0.01460674157303373,10.183628471025955,1.462607885207227,3.0,4.0,-0.06453670208558818,0.8333333333333334,3,2021-11-09,SSI,0.6615,strong,False,False,False,4.58,-0.45,7.69,high_beta,False,SSI
27,52,25,13.64,314.99,signal,2021-04-22,0.7586206896551723,0.10606060606060609,-11.794871794871788,0.5059411336768014,1.0,1.0,0.1756260107687485,0.31666666666666665,1,2021-03-17,SSN,0.26775,weak,False,False,True,32.0,-10.81,10.28,balanced,False,SSN
4,15,11,-12.88,220.6,signal_hard_cap,2021-01-27,0.8695652173913048,0.030303030303030193,1.589736438432567,1.2087531698732632,3.0,3.0,0.09027881202802257,1.0,4,2021-01-12,STB,0.31875,moderate,False,False,False,0.0,0.0,8.2,balanced,False,STB
29,50,21,-2.13,140.42,signal,2021-03-24,0.7021276595744683,0.0744680851063829,12.737315350032134,0.8754167544159229,0.0,2.0,-0.04095122107182873,0.5666666666666667,4,2021-02-23,STB,0.425,moderate,False,False,False,3.58,-6.0,3.65,balanced,False,STB
53,100,47,54.17,68.85,signal,2021-06-09,0.5833333333333335,0.0390625,7.35802469135799,1.1268958175871981,1.0,2.0,0.039050398526108164,0.08333333333333333,5,2021-03-29,STB,0.95,strong,False,False,False,0.0,-2.54,1.17,balanced,False,STB
102,112,10,-3.28,136.48,signal,2021-06-25,0.587878787878788,0.11147540983606553,-20.978485116416174,0.8815333901590869,0.0,1.0,-0.026071249786434436,0.5,2,2021-06-11,STB,0.425,strong,False,False,False,-5.13,-9.76,1.5,balanced,False,STB
114,122,8,-6.13,10.43,signal,2021-07-09,0.5769230769230766,0.07096774193548397,17.50764525993884,0.7865838538593557,2.0,3.0,0.02572399942222648,0.1,4,2021-06-29,STB,0.95,strong,False,False,False,2.65,-5.34,2.64,balanced,False,STB
142,153,11,-10.89,168.24,signal_hard_cap,2021-08-23,0.7912087912087914,0.03135313531353133,12.006578947368432,1.1210592857247221,1.0,2.0,0.012829339946077697,0.25,4,2021-08-06,STB,0.375,moderate,False,False,False,1.34,-2.42,4.68,balanced,False,STB
206,227,21,0.72,110.84,signal,2021-12-07,0.815384615384616,0.02154398563734283,18.965517241379374,1.3911295687891674,1.0,1.0,-0.031520417144431705,0.3,3,2021-11-08,STB,0.5,moderate,False,False,False,4.7,-0.18,4.52,balanced,False,STB
244,245,1,3.28,,end,2021-12-31,0.8817204301075268,0.018032786885245924,17.75587062472311,1.3485695244137277,3.0,4.0,-0.05155318656727044,0.43333333333333335,3,2021-12-30,STB,0.4,strong,False,False,False,11.31,0.0,7.14,balanced,False,STB
27,68,41,28.96,337.74,peak_protect_dist,2021-04-15,0.6621983914209114,0.10136765888978277,-4.753820033955847,0.6737234538313028,0.0,1.0,0.01796992058197398,0.8166666666666667,2,2021-02-17,STK,0.25,strong,False,False,False,-2.66,-5.9,3.39,balanced,False,STK
70,79,9,-5.9,97.85,signal,2021-05-05,0.8318840579710141,0.03421828908554583,-8.419883962466912,0.9293190096362212,3.0,3.0,-0.02542869130809335,0.25,2,2021-04-19,STK,0.5,strong,False,False,False,4.82,-3.31,6.22,balanced,False,STK
84,96,12,-7.67,192.42,signal,2021-05-28,0.8425925925925927,0.019894675248683432,5.155959031657403,1.0428884899261919,3.0,3.0,-0.05960293821418855,0.13333333333333333,2,2021-05-12,STK,0.34,strong,False,False,False,7.15,0.0,6.06,balanced,False,STK
101,125,24,8.18,163.57,signal,2021-07-08,0.8592057761732851,0.02231121281464534,21.601874827681286,1.241303417497096,2.0,4.0,-0.06656510986486468,0.48333333333333334,4,2021-06-04,STK,0.4,strong,False,False,False,10.77,0.0,8.95,balanced,False,STK
128,166,38,23.67,128.01,signal,2021-09-07,0.5815602836879434,0.06139438085327782,-12.33824733824735,0.6354227235725084,1.0,1.0,-0.004134746396490894,0.13333333333333333,2,2021-07-13,STK,0.5,strong,False,False,False,-0.57,-3.22,0.42,balanced,False,STK
171,182,11,-4.58,153.19,signal,2021-09-29,1.0,0.0,23.611111111111093,0.8425256751616584,1.0,2.0,-0.07579976221919937,0.3333333333333333,2,2021-09-14,STK,0.4,strong,False,False,False,7.45,0.0,6.64,balanced,False,STK
184,216,32,20.59,36.59,peak_protect_dist,2021-11-16,0.5775075987841942,0.055246422893481736,-2.9901310944174,0.619257012888552,2.0,2.0,0.027994335661311622,0.2833333333333333,3,2021-10-01,STK,0.9,strong,False,False,False,1.33,-4.33,1.3,balanced,False,STK
217,237,20,-6.56,103.06,signal,2021-12-15,1.0,0.0,0.5750737984971082,1.4930721452460582,3.0,1.0,-0.029469683177899348,0.016666666666666666,2,2021-11-17,STK,0.5,strong,False,False,False,5.08,0.0,6.04,balanced,False,STK
2,21,19,6.8,339.02,signal,2021-02-02,0.8582677165354332,0.02244389027431418,10.29946338930241,1.077063711758354,1.0,3.0,-0.03030824620116775,0.7833333333333333,3,2021-01-06,SWC,0.25,weak,False,False,False,0.0,0.0,0.0,balanced,False,SWC
29,47,18,-2.94,275.55,signal,2021-03-24,0.9337260677466864,0.02068965517241376,49.502563846554324,0.8540982533115524,0.0,2.0,-0.16820505674548772,0.65,3,2021-02-26,SWC,0.26775,strong,False,False,False,20.03,-4.77,14.62,balanced,False,SWC
53,87,34,12.45,24.32,signal,2021-05-24,0.693617021276596,0.03296703296703291,26.062081558125378,1.001163455566415,2.0,2.0,-0.019654034237160153,0.1,4,2021-04-01,SWC,0.95,strong,False,False,False,3.9,-0.41,1.71,balanced,False,SWC
137,169,32,16.18,170.51,peak_protect_dist,2021-09-17,1.0,0.0,18.152495769881554,1.4549312850619238,4.0,3.0,-0.16356489975901067,1.0,3,2021-08-02,SWC,0.4,strong,False,False,False,10.37,0.0,17.91,balanced,False,SWC
185,195,10,-4.32,40.98,signal,2021-10-25,0.556372549019608,0.05755166931637516,5.022371583204716,0.7777073678302235,1.0,2.0,-0.06941657549525528,0.016666666666666666,4,2021-10-11,SWC,0.7124999999999999,strong,False,False,False,0.9,-3.59,0.29,balanced,False,SWC
32,41,9,-1.77,170.29,signal,2021-04-20,0.08333333333333359,0.12399355877616755,-4.810659186535787,0.769248162803844,1.0,1.0,0.02408926932336837,0.05,2,2021-04-07,TCD,0.375,strong,False,False,False,-3.57,-3.57,3.65,balanced,False,TCD
87,96,9,-6.6,216.47,signal,2021-07-09,0.5052631578947363,0.08159722222222233,-17.462056016272882,1.072987041754347,0.0,1.0,0.023634461167311535,0.9166666666666666,2,2021-06-28,TCD,0.31875,strong,False,False,False,-6.95,-6.95,0.55,balanced,False,TCD
113,131,18,10.01,232.07,peak_protect_dist,2021-09-07,0.950904392764858,0.02237926972909299,2.570590392372594,2.2532174451293425,3.0,3.0,-0.02837610590994505,1.0,4,2021-08-10,TCD,0.31875,strong,False,False,False,40.56,0.0,46.3,balanced,False,TCD
132,182,50,82.59,343.19,signal,2021-11-18,0.6473029045643154,0.09189189189189186,-2.6326158418516528,1.2428754714046888,1.0,1.0,-0.033195977812272646,0.4166666666666667,3,2021-09-08,TCD,0.26775,strong,False,False,False,-3.65,-7.96,2.42,balanced,False,TCD
189,192,3,12.27,,end,2021-12-31,0.41233140655105976,0.18711656441717794,11.685646757369845,1.000257020206163,0.0,1.0,0.042752562877988884,0.38333333333333336,3,2021-11-29,TCD,0.26775,moderate,False,False,True,10.51,-10.73,-3.13,balanced,False,TCD
15,19,4,-15.83,295.09,signal_hard_cap,2021-02-01,0.5866336633663366,0.12767584097859327,-7.418638563001245,0.9646660355527507,0.0,2.0,0.015693808997785934,0.8666666666666667,3,2021-01-26,TCH,0.25,strong,False,False,False,-0.23,-7.95,2.16,balanced,False,TCH
46,68,22,-3.82,110.87,signal,2021-04-16,0.8198757763975151,0.022585669781931536,26.988142292490117,1.0373469689059924,1.0,2.0,-0.0013671469387886784,0.16666666666666666,3,2021-03-17,TCH,0.5,moderate,False,False,False,5.07,0.0,5.33,balanced,False,TCH
134,143,9,-1.36,194.7,signal,2021-08-04,0.33201581027667987,0.16391852570320073,5.079269053860699,1.2805790564819144,1.0,2.0,0.11215535813664185,0.8833333333333333,5,2021-07-22,TCH,0.34,weak,False,False,True,0.0,-13.14,-5.93,balanced,False,TCH
182,208,26,57.79,,end,2021-12-31,0.626506024096385,0.028756957328385947,37.28404981920429,1.0331502592941073,1.0,3.0,0.0016119641843727953,0.3333333333333333,4,2021-10-28,TCH,0.5,moderate,False,True,False,4.46,-0.65,2.8,balanced,False,TCH
30,71,41,5.19,109.76,signal,2021-04-20,0.7044198895027625,0.05667372881355934,8.613178559235251,0.7368368015317176,2.0,3.0,0.03031129057210935,0.4166666666666667,4,2021-02-22,TCL,0.5,moderate,False,False,False,4.95,-2.68,2.63,balanced,False,TCL
95,130,35,8.3,171.7,signal,2021-07-15,0.7702407002188182,0.046875000000000035,31.574539363484064,2.3595959595959597,2.0,4.0,0.004374853817091295,1.0,4,2021-05-27,TCL,0.4,strong,False,False,False,13.94,-1.88,11.46,balanced,False,TCL
142,167,25,8.96,167.56,signal,2021-09-08,0.9473684210526316,0.010074626865671626,16.215880596300345,1.0110471398390504,2.0,2.0,0.010324171150681155,0.65,2,2021-08-02,TCL,0.4,strong,False,False,False,10.29,0.0,7.77,balanced,False,TCL
174,183,9,-2.64,10.38,signal,2021-09-30,0.5151515151515156,0.059519783564423334,-3.5428587411693258,0.6771349774426502,1.0,2.0,0.031065817320762426,0.016666666666666666,3,2021-09-17,TCL,0.9,strong,False,False,False,-0.5,-5.29,0.79,balanced,False,TCL
189,220,31,0.0,111.78,signal,2021-11-22,0.8167938931297709,0.016085790884718513,15.191481851873647,1.024,3.0,3.0,-0.018081328267390787,0.03333333333333333,2,2021-10-08,TCL,0.5,strong,False,True,False,4.04,0.0,3.09,balanced,False,TCL
237,246,9,-5.72,99.9,signal,2021-12-28,0.6873315363881402,0.03688394276629571,46.43387167175911,0.7564855187197038,2.0,4.0,-0.03218194219547374,0.35,4,2021-12-15,TCL,0.5,moderate,False,True,False,5.29,-1.84,4.51,balanced,False,TCL
17,56,39,41.89,343.35,signal,2021-04-27,0.7017082785808143,0.05321143928738873,26.46294863950687,0.8617531367538546,3.0,3.0,-0.023848834649843203,0.016666666666666666,4,2021-03-02,TCM,0.25,strong,False,False,False,6.33,-5.05,14.43,balanced,False,TCM
130,139,9,-10.61,237.26,signal_hard_cap,2021-08-24,0.536352800953516,0.07890466531440164,34.40934705498912,1.420385557567366,2.0,1.0,-0.0032875065560528244,0.8166666666666667,4,2021-08-11,TCM,0.3,weak,False,True,False,5.32,-6.79,1.98,balanced,False,TCM
184,206,22,-1.58,174.81,signal,2021-11-29,0.9455555555555554,0.010578583765112306,-0.24676503007250972,1.5535071330471042,4.0,3.0,-0.11139442727308795,0.9666666666666667,2,2021-10-28,TCM,0.375,strong,False,False,False,0.78,-0.13,10.34,balanced,False,TCM
36,54,18,-3.46,204.56,signal,2021-03-26,1.0,0.0,26.875283073249058,1.5439675624656892,4.0,4.0,-0.08612643143698134,0.7,3,2021-03-02,TDC,0.34,strong,False,False,False,24.41,0.0,25.89,balanced,False,TDC
103,116,13,-0.79,223.55,signal,2021-06-25,0.6112359550561797,0.09713644020213366,-4.460339370616694,1.4492149217006902,1.0,2.0,0.03087560939245619,0.6833333333333333,4,2021-06-08,TDC,0.31875,moderate,False,False,False,2.06,-6.66,6.02,balanced,False,TDC
148,161,13,-4.42,157.1,signal,2021-08-27,0.8818737270875767,0.029456576942610373,11.599511599511601,2.274867772033042,3.0,4.0,-0.07554381661424271,0.8,4,2021-08-10,TDC,0.4,strong,False,False,False,13.95,0.0,14.72,balanced,False,TDC
163,182,19,1.85,284.67,signal,2021-09-29,0.702643171806167,0.06566147859922186,6.194043160335291,0.7864058654722267,2.0,3.0,-0.011780782302661752,0.5666666666666667,4,2021-08-31,TDC,0.26775,strong,False,False,False,12.1,-2.28,6.17,balanced,False,TDC
188,214,26,36.49,180.55,peak_protect_dist,2021-11-15,0.534562211981567,0.09426038264115724,8.854070740217118,0.6456009209595738,1.0,2.0,0.051394670575102955,0.06666666666666667,4,2021-10-07,TDC,0.425,strong,False,False,False,3.28,-5.51,2.78,balanced,False,TDC
239,248,9,1.46,,end,2021-12-31,0.688212927756654,0.06156156156156158,-5.354976187199178,1.6142095575051996,1.0,2.0,-0.09293282320740655,0.31666666666666665,4,2021-12-20,TDC,0.31875,moderate,False,False,False,2.62,-4.0,3.95,balanced,False,TDC
20,32,12,-7.75,149.24,signal,2021-03-25,0.9411764705882348,0.010563380281690229,26.634382566586005,1.5295750856721257,5.0,3.0,0.09954111862490606,0.11666666666666667,3,2021-03-09,TDG,0.4,strong,False,False,False,12.25,0.0,11.42,balanced,False,TDG
40,67,27,5.76,164.14,signal,2021-06-15,1.0,0.0,15.0,1.053664648152015,3.0,2.0,0.1504055928374598,0.1,2,2021-04-06,TDG,0.4,strong,False,False,False,8.06,0.0,7.84,balanced,False,TDG
68,77,9,-0.62,218.11,signal,2021-06-29,0.3205128205128206,0.16562499999999994,-2.8807894318001175,0.7534137911496402,0.0,2.0,0.15649842534536423,0.38333333333333336,3,2021-06-16,TDG,0.31875,strong,False,False,False,0.0,-9.86,0.61,balanced,False,TDG
100,162,62,188.04,339.27,signal,2021-12-22,0.6935483870967736,0.06312292358804,28.368385671756464,1.0870421688758305,1.0,3.0,0.08489344519966589,0.36666666666666664,4,2021-07-30,TDG,0.25,weak,False,False,False,3.44,-4.14,1.57,balanced,False,TDG
66,78,12,0.29,163.72,signal,2021-06-01,0.47368421052631604,0.11730205278592372,22.67423915056485,1.0202271480257594,2.0,3.0,-0.028650896980576816,0.7666666666666667,4,2021-05-14,TDH,0.4,weak,False,False,True,4.92,-9.67,-0.53,balanced,False,TDH
89,99,10,-5.81,147.66,signal,2021-07-05,0.9693877551020406,0.003870967741935516,50.03030303030303,1.2150510666165057,4.0,4.0,-0.012845881195120146,0.5166666666666667,3,2021-06-16,TDH,0.4,strong,False,False,False,9.15,-0.13,7.74,balanced,False,TDH
127,149,22,29.49,220.23,signal,2021-11-24,1.0,0.0,32.57844927776858,1.5121482655308212,3.0,2.0,-0.02085968687487344,0.7166666666666667,3,2021-09-14,TDH,0.31875,strong,False,False,False,18.25,0.0,35.01,balanced,False,TDH
158,176,18,-1.85,281.83,signal,2021-12-31,0.8593750000000002,0.03321033210332098,8.5991678224688,0.8739165192084865,1.0,2.0,-0.10158458807174676,0.15,3,2021-12-07,TDH,0.26775,strong,False,False,False,5.45,0.0,5.67,balanced,False,TDH
37,55,18,-1.19,13.36,signal,2021-03-29,0.9156193895870738,0.018606492478226398,10.794414330329914,1.1325329184180581,2.0,2.0,0.007769954589695746,0.9166666666666666,3,2021-03-03,TDM,0.9,strong,False,False,False,4.6,0.0,9.05,balanced,False,TDM
110,123,13,-3.27,11.97,signal,2021-07-06,0.9268292682926826,0.008383233532934166,6.7452872330921,1.5204915657063358,2.0,2.0,0.07945856435921145,1.0,3,2021-06-17,TDM,0.9,strong,False,False,False,3.56,0.0,6.2,balanced,False,TDM
134,152,18,0.0,155.68,signal,2021-08-16,0.9836065573770489,0.00195618153364635,19.72592473636314,1.607681955406831,4.0,3.0,0.1298796963786347,0.5666666666666667,3,2021-07-21,TDM,0.4,strong,False,True,False,9.75,0.0,6.41,balanced,False,TDM
164,178,14,0.66,10.76,signal,2021-09-23,0.5364431486880467,0.06148491879350348,26.874481017703545,1.1712635062438492,0.0,2.0,0.18640034326320218,0.48333333333333334,5,2021-09-01,TDM,0.95,strong,False,False,False,5.04,-4.01,0.72,balanced,False,TDM
187,230,43,13.36,174.54,signal,2021-12-07,0.9833333333333322,0.0014684287812042108,34.19339510572581,1.2097308020938706,5.0,3.0,0.19503438466874715,0.21666666666666667,3,2021-10-06,TDM,0.4,strong,False,True,False,8.18,0.0,5.21,balanced,False,TDM
15,47,32,31.7,178.08,peak_protect_dist,2021-05-04,1.0,0.0,8.346394984326025,1.8593064091308165,3.0,2.0,-0.1510852493453807,0.6333333333333333,3,2021-03-12,TEG,0.4,strong,False,False,False,12.62,0.0,19.22,balanced,False,TEG
55,65,10,-7.01,95.55,signal,2021-05-28,0.8597560975609754,0.019425675675675713,12.896258179277034,1.0478594218772324,4.0,3.0,-0.06683447866050768,0.11666666666666667,2,2021-05-14,TEG,0.5,strong,False,False,False,6.38,0.0,6.32,balanced,False,TEG
70,87,17,1.38,22.82,signal,2021-06-29,0.7067669172932327,0.03362068965517247,5.795574288725,0.5513576351407456,2.0,2.0,-0.05369446916348268,0.15,4,2021-06-04,TEG,0.95,strong,False,False,False,5.36,-2.03,4.03,balanced,False,TEG
98,121,23,0.68,160.11,signal,2021-08-16,0.4247104247104246,0.12670068027210887,18.75682667433172,1.4878347152371891,2.0,2.0,-0.07395057996399165,0.65,5,2021-07-14,TEG,0.4,weak,False,False,True,4.91,-9.12,-0.79,balanced,False,TEG
131,152,21,-3.36,151.99,signal,2021-09-30,0.5550847457627122,0.08830950378469292,-0.18971303335385414,1.1456297773346626,0.0,2.0,0.03800044263649181,0.55,4,2021-08-30,TEG,0.425,moderate,False,False,True,3.21,-7.54,0.12,balanced,False,TEG
