symbol,window,entry_idx,exit_idx,entry_price,exit_price,hold_days,buy_prob,trade_return_pct,max_dd_pct,max_profit_pct,gave_back_pct,entry_wave_pos,actual_target,after_exit_5d_pct,is_win
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1743,1753,12.29,11.33,10,0.656,-7.81,-19.53,0.0,7.81,0.8,0,-2.91,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1758,1768,11.0,11.48,10,0.653,4.36,-4.36,6.09,1.73,0.39,0,4.53,True
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1769,1779,11.52,11.96,10,0.693,3.82,-2.08,4.17,0.35,0.92,0,2.76,True
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1780,1790,12.15,12.15,10,0.619,0.0,-1.23,2.72,2.72,1.0,0,-1.98,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1791,1801,12.0,11.48,10,0.72,-4.33,-4.75,0.0,4.33,0.54,0,-5.49,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1822,1832,8.83,7.84,10,0.614,-11.21,-16.31,0.45,11.66,0.0,0,-13.65,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1833,1843,8.0,7.45,10,0.743,-6.87,-15.38,0.0,6.87,0.2,0,-9.8,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1844,1854,7.58,5.84,10,0.737,-22.96,-27.97,0.0,22.96,0.39,0,9.42,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1855,1865,6.15,7.3,10,0.711,18.7,0.0,18.7,0.0,0.29,1,-0.14,True
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1867,1877,6.92,6.84,10,0.677,-1.16,-1.16,8.38,9.54,0.79,1,-2.78,False
AAA,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],1878,1888,6.91,6.86,10,0.692,-0.72,-7.24,0.0,0.72,0.47,0,-0.29,False
AAA,Window 3: Train [2019-01-01 → 2022-12-31] Test [2023-01-01 → 2023-12-31],1886,1896,6.83,7.28,10,0.602,6.59,-0.59,6.59,0.0,0.39,1,8.79,True
AAA,Window 4: Train [2020-01-01 → 2023-12-31] Test [2024-01-01 → 2024-12-31],2355,2365,8.07,8.46,10,0.602,4.83,-0.5,4.83,0.0,0.26,0,0.24,True
AAA,Window 4: Train [2020-01-01 → 2023-12-31] Test [2024-01-01 → 2024-12-31],2376,2386,8.33,8.26,10,0.632,-0.84,-0.84,3.96,4.8,0.67,0,-4.0,False
AAA,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],2468,2478,7.17,7.14,10,0.619,-0.42,-1.67,0.98,1.39,0.57,0,0.14,False
AAA,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],2517,2527,8.45,8.22,10,0.605,-2.72,-6.86,0.59,3.31,0.69,0,-1.95,False
AAA,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],2538,2548,8.18,8.17,10,0.607,-0.12,-1.83,5.01,5.13,0.49,1,0.61,False
AAA,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],2549,2559,8.15,7.94,10,0.6,-2.58,-2.58,1.96,4.54,0.28,0,-3.78,False
AAH,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],214,224,4.3,3.6,10,0.602,-16.28,-16.28,6.98,23.26,0.0,0,8.33,False
AAH,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],275,285,3.8,4.3,10,0.65,13.16,0.0,13.16,0.0,0.0,1,0.0,True
AAH,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],344,354,3.8,3.8,10,0.722,0.0,-7.89,0.0,0.0,0.0,0,-2.63,False
AAH,Window 5: Train [2021-01-01 → 2024-12-31] Test [2025-01-01 → 2025-12-31],385,395,3.5,3.5,10,0.601,0.0,0.0,2.86,2.86,0.0,0,0.0,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],285,295,16.8,13.52,10,0.606,-19.52,-23.27,2.98,22.5,0.83,0,9.99,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],305,315,15.55,16.46,10,0.622,5.85,-0.39,8.75,2.89,0.6,1,4.8,True
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],340,350,17.47,19.79,10,0.611,13.28,-1.95,16.54,3.26,0.18,1,-10.56,True
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],379,389,13.8,13.69,10,0.635,-0.8,-0.8,2.46,3.26,0.3,0,-29.36,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],393,403,10.8,9.95,10,0.603,-7.87,-21.48,0.0,7.87,0.0,0,-6.83,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],406,416,10.07,11.03,10,0.643,9.53,-8.44,12.91,3.38,0.28,0,5.08,True
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],419,429,11.31,11.65,10,0.6,3.01,0.0,11.49,8.49,0.97,1,-1.97,True
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],430,440,11.88,11.2,10,0.626,-5.72,-6.23,0.0,5.72,0.75,0,-3.57,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],441,451,11.42,9.9,10,0.655,-13.31,-14.36,0.0,13.31,0.19,0,-4.04,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],452,462,9.84,8.48,10,0.656,-13.82,-13.82,0.0,13.82,0.04,0,-12.62,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],463,473,8.54,6.39,10,0.619,-25.18,-25.18,0.0,25.18,0.02,0,12.36,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],478,488,7.18,6.62,10,0.601,-7.8,-18.11,0.0,7.8,0.27,0,-16.31,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],490,500,6.39,4.58,10,0.601,-28.33,-38.97,0.0,28.33,0.36,0,5.02,False
AAS,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],524,534,5.37,5.88,10,0.605,9.5,-7.26,13.78,4.28,0.43,0,3.91,True
AAS,Window 3: Train [2019-01-01 → 2022-12-31] Test [2023-01-01 → 2023-12-31],695,705,10.87,10.78,10,0.618,-0.83,-3.96,4.78,5.61,1.0,0,-16.88,False
AAS,Window 3: Train [2019-01-01 → 2022-12-31] Test [2023-01-01 → 2023-12-31],739,749,7.74,8.6,10,0.603,11.11,0.0,13.7,2.58,0.54,1,-3.49,True
AAS,Window 3: Train [2019-01-01 → 2022-12-31] Test [2023-01-01 → 2023-12-31],758,768,8.9,8.2,10,0.616,-7.87,-7.87,2.25,10.11,1.0,0,4.88,False
AAS,Window 4: Train [2020-01-01 → 2023-12-31] Test [2024-01-01 → 2024-12-31],930,940,7.5,7.2,10,0.606,-4.0,-4.0,0.0,4.0,0.8,0,0.0,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],130,140,12.07,11.33,10,0.634,-6.13,-11.93,0.0,6.13,0.0,0,6.18,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],141,151,11.33,12.12,10,0.716,6.97,0.0,6.97,0.0,0.14,1,-2.56,True
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],152,162,12.12,12.68,10,0.66,4.62,-2.56,5.03,0.41,1.0,0,1.03,True
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],163,173,12.68,12.55,10,0.629,-1.03,-3.08,1.74,2.76,0.95,0,-6.93,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],174,184,12.33,11.24,10,0.659,-8.84,-8.84,0.0,8.84,0.48,0,-0.71,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],185,195,11.29,11.24,10,0.657,-0.44,-1.95,1.95,2.39,0.03,0,14.77,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],196,206,12.03,13.21,10,0.601,9.81,0.0,9.81,0.0,1.0,1,-3.03,True
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],207,217,13.07,12.86,10,0.631,-1.61,-2.6,0.69,2.3,0.93,0,-8.48,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],218,228,12.2,10.07,10,0.65,-17.46,-17.46,0.0,17.46,0.0,0,2.88,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],229,239,10.11,10.95,10,0.617,8.31,-2.47,10.48,2.18,0.01,0,9.41,True
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],240,250,11.08,11.8,10,0.602,6.5,0.0,13.0,6.5,0.56,1,-6.44,True
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],251,261,11.49,10.5,10,0.653,-8.62,-10.18,0.0,8.62,0.56,0,-5.62,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],262,272,10.41,9.55,10,0.773,-8.26,-8.26,0.0,8.26,0.04,0,-5.65,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],273,283,9.91,8.42,10,0.718,-15.04,-15.04,0.0,15.04,0.19,0,-16.63,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],284,294,8.32,7.1,10,0.764,-14.66,-15.63,0.0,14.66,0.0,0,-11.13,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],295,305,7.02,6.67,10,0.745,-4.99,-12.68,0.0,4.99,0.0,0,-14.84,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],306,316,6.21,4.77,10,0.771,-23.19,-23.19,0.0,23.19,0.06,0,-3.56,False
AAT,Window 2: Train [2018-01-01 → 2021-12-31] Test [2022-01-01 → 2022-12-31],317,327,4.68,4.59,10,0.788,-1.92,-7.69,0.0,1.92,0.0,0,3.92,False
AAV,Window 0: Train [2016-01-01 → 2019-12-31] Test [2020-01-01 → 2020-12-31],255,265,7.22,7.39,10,0.717,2.35,-2.22,4.71,2.35,0.64,0,-6.77,True
AAV,Window 0: Train [2016-01-01 → 2019-12-31] Test [2020-01-01 → 2020-12-31],266,276,7.14,6.05,10,0.638,-15.27,-15.27,0.0,15.27,0.61,0,-2.81,False
