entry_date,exit_date,holding_days,pnl_pct,entry_price,exit_price,exit_reason,symbol
2023-11-08,2024-01-10,44,1.77,67.77,69.31,rule_sell,FPT
2024-02-01,2024-04-04,40,13.62,73.11,83.43,rule_sell,FPT
2024-04-25,2024-07-02,45,19.81,90.16,108.47,rule_sell,FPT
2024-07-08,2024-07-15,5,-5.44,118.3,112.46,rule_sell,FPT
2024-08-12,2024-09-10,19,-0.5,110.17,110.17,rule_sell,FPT
2024-09-18,2024-10-08,14,-1.1,114.07,113.39,rule_sell,FPT
2024-10-10,2024-10-21,7,-4.87,120.08,114.83,rule_sell,FPT
2024-11-11,2024-11-19,6,-6.5,117.2,110.17,rule_sell,FPT
2024-11-27,2025-01-03,26,7.52,117.71,127.15,rule_sell,FPT
2025-01-23,2025-02-03,2,-6.2,131.67,124.16,rule_sell,FPT
2025-05-08,2025-06-02,17,1.07,97.54,99.07,rule_sell,FPT
2025-06-16,2025-07-29,31,1.93,102.42,104.91,rule_sell,FPT
2025-09-03,2025-09-23,14,-5.54,102.14,96.99,rule_sell,FPT
2025-10-22,2025-11-11,14,-1.43,96.0,95.11,rule_sell,FPT
2025-12-30,2026-02-04,24,5.1,96.5,101.9,rule_sell,FPT
2020-04-06,2020-06-11,46,34.73,6.5,8.79,rule_sell,HPG
2020-07-07,2020-07-24,13,-5.82,9.78,9.26,rule_sell,HPG
2020-08-05,2020-09-11,26,0.98,10.16,10.31,rule_sell,HPG
2020-09-18,2021-01-19,86,61.37,10.83,17.53,rule_sell,HPG
2021-02-17,2021-03-24,25,4.14,18.31,19.16,rule_sell,HPG
2021-04-02,2021-06-21,53,41.49,20.67,29.35,rule_sell,HPG
2021-07-30,2021-08-26,19,0.35,27.12,27.35,rule_sell,HPG
2021-09-06,2021-10-25,35,7.13,29.35,31.59,rule_sell,HPG
2022-01-12,2022-01-19,5,-6.35,26.49,24.94,rule_sell,HPG
2022-02-08,2022-03-14,24,0.07,26.11,26.26,rule_sell,HPG
2022-04-06,2022-04-12,3,-5.04,27.09,25.86,rule_sell,HPG
2022-07-08,2022-08-26,35,4.14,17.01,17.8,rule_sell,HPG
2022-09-14,2022-09-16,2,-3.45,17.95,17.42,rule_sell,HPG
2022-11-18,2022-12-23,25,21.0,11.44,13.9,rule_sell,HPG
2023-01-10,2023-02-07,15,-0.77,15.0,14.96,rule_sell,HPG
2023-03-10,2023-03-14,2,-5.21,16.14,15.38,rule_sell,HPG
2023-04-05,2023-04-12,5,-4.0,16.29,15.72,rule_sell,HPG
2023-04-26,2023-05-24,17,-3.68,16.67,16.14,rule_sell,HPG
2023-06-07,2023-08-01,39,21.17,17.12,20.83,rule_sell,HPG
2023-08-31,2023-09-22,14,-1.6,20.91,20.68,rule_sell,HPG
