symbol,entry_idx,exit_idx,entry_price,exit_price,holding_days,trade_return_pct,max_dd_in_trade_pct,max_profit_in_trade_pct,sub_waves,is_win,entry_wave_pos,entry_dist_from_peak_pct,entry_recent_5d_ret_pct,exit_wave_pos,after_exit_max_up_pct,after_exit_max_down_pct,after_exit_5d_return_pct,after_exit_10d_return_pct,missed_profit_pct,gave_back_pct
AAV,539,541,11.43,11.01,2,-3.67,-3.67,0.0,1,False,0.87,-2.81,20.44,0.7,14.44,-0.82,14.44,11.44,3.67,3.67
AAV,542,543,11.09,10.92,1,-1.53,-1.53,0.0,1,False,0.73,-5.7,5.62,0.67,19.23,3.11,11.54,16.21,1.53,1.53
AAV,544,566,11.26,13.27,22,17.85,0.0,22.38,12,True,0.8,-4.25,-1.49,0.68,7.01,-1.88,5.12,-1.88,4.53,4.53
AAV,567,574,13.69,13.61,7,-0.58,-0.58,3.73,4,False,0.94,-0.65,1.18,0.56,-2.5,-9.26,-8.67,-9.26,4.31,4.31
AAV,602,612,13.19,13.61,10,3.18,-0.61,14.63,6,True,1.0,0.0,1.31,0.49,0.59,-6.76,-4.92,-1.25,11.45,11.45
AAV,656,695,13.33,27.83,39,108.78,0.0,126.86,12,True,1.0,0.0,12.21,0.71,3.81,-8.01,-6.25,-2.8,18.08,18.08
AAV,717,722,29.08,26.57,5,-8.63,-8.63,6.33,4,False,1.0,0.0,12.32,0.18,0.0,-4.74,-2.9,-3.99,14.96,14.96
AAV,775,777,24.16,23.38,2,-3.23,-3.23,0.0,1,False,1.0,0.0,16.32,0.82,5.77,-1.24,5.77,0.43,3.23,3.23
AAV,778,785,23.77,23.09,7,-2.86,-2.86,4.04,6,False,0.91,-1.61,-1.61,0.6,3.77,-3.77,1.69,-3.77,6.9,6.9
AAV,894,904,9.57,9.5,10,-0.73,-2.09,6.58,3,False,1.0,0.0,11.28,0.56,0.0,-6.32,-4.21,-6.32,7.31,7.31
AAV,979,989,5.5,5.2,10,-5.45,-9.09,0.0,5,False,1.0,0.0,52.78,0.86,-3.85,-21.15,-21.15,-9.62,5.45,5.45
AAV,1013,1019,4.9,4.7,6,-4.08,-4.08,8.16,4,False,1.0,0.0,13.95,0.4,0.0,-10.64,-8.51,-4.26,12.24,12.24
AAV,1057,1065,4.4,4.3,8,-2.27,-2.27,2.27,4,False,1.0,0.0,15.79,0.75,2.33,-2.33,-2.33,0.0,4.55,4.55
AAV,1066,1067,4.4,4.3,1,-2.27,-2.27,0.0,1,False,0.88,-2.22,0.0,0.75,6.98,-2.33,0.0,6.98,2.27,2.27
AAV,1076,1084,4.4,4.5,8,2.27,0.0,4.55,4,True,0.83,-2.22,4.76,0.75,31.11,-2.22,11.11,31.11,2.27,2.27
AAV,1087,1103,4.6,5.8,16,26.09,0.0,50.0,6,True,1.0,0.0,0.0,0.56,8.62,-6.9,3.45,-5.17,23.91,23.91
AAV,1107,1108,6.3,6.0,1,-4.76,-4.76,0.0,1,False,0.74,-8.7,1.61,0.61,0.0,-10.0,-8.33,-1.67,4.76,4.76
AAV,1119,1120,6.1,6.0,1,-1.64,-1.64,0.0,1,False,0.58,-7.58,5.17,0.67,5.0,-1.67,-1.67,1.67,1.64,1.64
AAV,1121,1125,6.2,5.9,4,-4.84,-4.84,1.61,2,False,0.89,-1.59,10.71,0.56,22.03,0.0,3.39,13.56,6.45,6.45
AAV,1128,1145,6.2,6.8,17,9.68,-1.61,16.13,11,True,0.89,-1.59,-1.59,0.69,-2.94,-16.18,-14.71,-14.71,6.45,6.45
AAV,1270,1271,4.1,3.9,1,-4.88,-4.88,0.0,1,False,1.0,0.0,10.81,0.5,2.56,-2.56,-2.56,-2.56,4.88,4.88
AAV,1274,1275,4.0,3.9,1,-2.5,-2.5,0.0,1,False,0.75,-2.44,2.56,0.5,0.0,-5.13,-2.56,-2.56,2.5,2.5
AAV,1312,1319,4.2,5.6,7,33.33,0.0,61.9,2,True,1.0,0.0,40.0,0.68,25.0,-8.93,8.93,25.0,28.57,28.57
AAV,1324,1326,6.1,6.0,2,-1.64,-1.64,0.0,1,False,0.82,-10.29,8.93,0.79,26.67,-1.67,26.67,-1.67,1.64,1.64
AAV,1327,1333,6.5,6.3,6,-3.08,-3.08,16.92,3,False,0.92,-4.41,27.45,0.57,0.0,-12.7,-1.59,-12.7,20.0,20.0
AAV,1361,1364,6.1,5.7,3,-6.56,-6.56,0.0,3,False,1.0,0.0,8.93,0.33,12.28,1.75,5.26,10.53,6.56,6.56
AAV,1367,1368,6.1,5.9,1,-3.28,-3.28,0.0,1,False,1.0,0.0,1.67,0.67,8.47,-3.39,6.78,-3.39,3.28,3.28
AAV,1371,1375,6.1,6.0,4,-1.64,-1.64,4.92,2,False,1.0,0.0,5.17,0.5,0.0,-5.0,-1.67,-5.0,6.56,6.56
AAV,1388,1389,6.1,6.0,1,-1.64,-1.64,0.0,1,False,0.57,-4.69,3.39,0.43,11.67,3.33,6.67,5.0,1.64,1.64
AAV,1390,1398,6.2,6.3,8,1.61,0.0,8.06,4,True,0.71,-3.13,8.77,0.6,9.52,-1.59,7.94,6.35,6.45,6.45
AAV,1403,1410,6.8,6.6,7,-2.94,-2.94,1.47,4,False,1.0,0.0,7.94,0.57,1.52,-9.09,-3.03,-9.09,4.41,4.41
AAV,1411,1412,6.7,6.6,1,-1.49,-1.49,0.0,1,False,0.71,-2.9,-1.47,0.57,-3.03,-10.61,-3.03,-10.61,1.49,1.49
AAV,1440,1448,6.3,6.1,8,-3.17,-3.17,3.17,5,False,1.0,0.0,14.55,0.67,22.95,-1.64,11.48,22.95,6.35,6.35
AAV,1452,1470,6.6,7.5,18,13.64,0.0,22.73,4,True,1.0,0.0,4.76,0.7,0.0,-4.0,-1.33,-1.33,9.09,9.09
AAV,1548,1568,7.4,8.7,20,17.57,-2.7,24.32,9,True,1.0,0.0,23.33,0.75,-9.2,-20.69,-13.79,-20.69,6.76,6.76
AAV,1678,1706,6.3,6.8,28,7.94,-4.76,14.29,11,True,1.0,0.0,8.62,0.43,-1.47,-7.35,-5.88,-7.35,6.35,6.35
ABB,219,229,13.91,14.54,10,4.53,0.0,8.7,5,True,0.82,-1.77,7.58,0.75,-0.55,-5.16,-2.27,-5.16,4.17,4.17
ABB,331,332,8.89,8.81,1,-0.9,-0.9,0.0,1,False,1.0,0.0,4.96,0.89,7.49,-1.02,4.65,7.49,0.9,0.9
ABB,335,339,8.89,8.89,4,0.0,0.0,3.71,2,False,1.0,0.0,0.91,0.6,10.24,2.81,10.24,9.34,3.71,3.71
ABB,340,355,9.14,9.8,15,7.22,0.0,9.08,6,True,0.9,-0.87,2.81,0.84,0.0,-2.55,0.0,-2.55,1.86,1.86
ABB,426,427,6.73,6.73,1,0.0,0.0,0.0,0,False,0.87,-3.58,8.03,0.87,9.81,1.19,6.24,6.24,0.0,0.0
ABB,428,431,7.15,6.81,3,-4.76,-4.76,3.36,2,False,1.0,0.0,19.57,0.75,4.99,-1.17,1.32,-1.17,8.11,8.11
ABB,432,433,7.15,6.98,1,-2.38,-2.38,0.0,1,False,0.9,-3.25,6.24,0.82,2.44,-4.73,1.15,-4.73,2.38,2.38
ABB,450,456,6.98,7.06,6,1.15,0.0,4.73,2,True,0.77,-2.38,4.96,0.73,1.27,-7.08,-4.67,-5.81,3.58,3.58
ABB,499,511,6.73,6.98,12,3.71,0.0,6.24,6,True,1.0,0.0,2.59,0.75,4.73,0.0,1.15,4.73,2.53,2.53
ABB,520,533,7.23,7.48,13,3.46,0.0,6.92,8,True,1.0,0.0,3.58,0.67,11.23,0.0,7.49,7.49,3.46,3.46
ABB,535,544,7.64,7.95,9,4.06,0.0,8.9,4,True,0.88,-1.16,2.14,0.63,3.52,0.0,1.13,2.26,4.84,4.84
ABB,545,546,8.13,8.13,1,0.0,0.0,0.0,0,False,0.77,-2.28,-2.28,0.77,1.23,-2.21,-1.11,0.0,0.0,0.0
ABB,552,555,8.23,8.13,3,-1.22,-1.22,0.0,1,False,0.89,-1.08,2.36,0.72,0.0,-2.21,-1.11,-1.11,1.22,1.22
ABB,562,563,8.13,8.04,1,-1.11,-1.11,0.0,1,False,0.64,-1.22,1.12,0.32,2.36,-1.12,2.36,2.36,1.11,1.11
ABB,566,569,8.23,8.04,3,-2.31,-2.31,0.0,1,False,1.0,0.0,1.23,0.32,2.36,-1.12,1.12,-1.12,2.31,2.31
ABB,571,574,8.23,8.13,3,-1.22,-1.22,0.0,1,False,1.0,0.0,0.0,0.64,2.34,-2.21,-2.21,1.23,1.22,1.22
ABB,582,583,8.32,8.23,1,-1.08,-1.08,0.0,1,False,1.0,0.0,3.48,0.76,5.47,0.0,2.19,0.0,1.08,1.08
ABB,585,589,8.41,8.32,4,-1.07,-1.07,3.21,2,False,1.0,0.0,4.6,0.51,0.0,-6.61,-5.53,-5.53,4.28,4.28
ABB,603,606,8.59,8.41,3,-2.1,-2.1,0.0,3,False,0.9,-1.04,9.29,0.7,-1.07,-7.61,-1.07,-6.54,2.1,2.1
ABB,675,676,7.31,7.22,1,-1.23,-1.23,0.0,1,False,1.0,0.0,2.52,0.67,5.12,0.0,1.25,3.74,1.23,1.23
ABB,677,679,7.31,7.22,2,-1.23,-1.23,0.0,1,False,1.0,0.0,3.84,0.67,7.62,0.0,5.12,7.62,1.23,1.23
ABB,681,687,7.31,7.4,6,1.23,0.0,3.83,2,True,1.0,0.0,1.25,0.65,5.0,1.22,3.78,1.22,2.6,2.6
ABB,688,691,7.59,7.59,3,0.0,0.0,2.37,2,False,1.0,0.0,0.0,0.75,1.19,-2.5,0.0,-2.5,2.37,2.37
ABB,692,693,7.68,7.59,1,-1.17,-1.17,0.0,1,False,0.88,-1.16,3.78,0.67,0.0,-2.5,0.0,-2.5,1.17,1.17
ABB,708,716,7.59,7.59,8,0.0,0.0,2.37,2,False,0.51,-2.32,2.57,0.51,1.19,-2.5,1.19,-2.5,2.37,2.37
ABB,719,720,7.68,7.68,1,0.0,0.0,0.0,0,False,0.76,-1.16,0.0,0.76,0.0,-5.99,-3.65,-5.99,0.0,0.0
ABB,721,722,7.68,7.59,1,-1.17,-1.17,0.0,1,False,0.76,-1.16,1.19,0.51,0.0,-4.87,-1.32,-3.69,1.17,1.17
ABB,749,750,7.49,7.31,1,-2.4,-2.4,0.0,1,False,1.0,0.0,3.74,0.33,-1.23,-6.29,-4.92,-3.69,2.4,2.4
ABB,771,777,7.49,7.77,6,3.74,0.0,11.08,4,True,1.0,0.0,6.39,0.57,3.47,1.16,2.32,1.16,7.34,7.34
ABB,778,780,8.04,7.86,2,-2.24,-2.24,0.0,1,False,0.78,-3.37,3.47,0.64,2.29,-1.15,1.15,-1.15,2.24,2.24
ABB,781,782,8.04,7.95,1,-1.12,-1.12,0.0,1,False,0.78,-3.37,2.29,0.71,0.0,-3.4,-1.13,-3.4,1.12,1.12
ABB,789,790,7.95,7.77,1,-2.26,-2.26,0.0,1,False,0.71,-4.45,1.15,0.54,-1.16,-4.76,-2.32,-4.76,2.26,2.26
ABB,837,838,7.22,7.13,1,-1.25,-1.25,0.0,1,False,0.75,-1.23,2.56,0.5,0.0,-2.52,-2.52,-1.26,1.25,1.25
ABB,852,856,7.31,7.22,4,-1.23,-1.23,0.0,1,False,1.0,0.0,3.84,0.75,0.0,-1.25,-1.25,-1.25,1.23,1.23
ABB,913,914,6.85,6.76,1,-1.31,-1.31,0.0,1,False,1.0,0.0,2.7,0.67,0.0,-3.99,-1.33,-2.66,1.31,1.31
ABB,926,933,7.13,7.04,7,-1.26,-1.26,1.26,3,False,1.0,0.0,8.36,0.75,6.39,-2.7,0.0,3.84,2.52,2.52
ABB,939,948,7.22,7.22,9,0.0,0.0,8.86,4,False,1.0,0.0,3.88,0.37,3.74,-6.37,0.0,-6.37,8.86,8.86
ABB,984,989,7.13,6.95,5,-2.52,-2.52,0.0,3,False,1.0,0.0,4.09,0.72,7.77,0.0,6.47,6.47,2.52,2.52
ABB,991,1001,7.04,7.22,10,2.56,0.0,6.39,4,True,0.8,-1.26,1.29,0.58,7.62,1.25,6.37,6.37,3.84,3.84
ABB,1003,1014,7.59,7.59,11,0.0,-1.32,2.37,6,False,1.0,0.0,2.57,0.67,7.11,0.0,0.0,5.93,2.37,2.37
ABB,1015,1016,7.68,7.68,1,0.0,0.0,0.0,0,False,0.84,-1.16,-1.16,0.84,7.16,-1.17,1.17,7.16,0.0,0.0
ABB,1017,1019,7.68,7.59,2,-1.17,-1.17,0.0,1,False,0.84,-1.16,0.0,0.67,9.62,1.19,5.93,9.62,1.17,1.17
ABB,1020,1051,7.68,11.88,31,54.69,0.0,63.02,12,True,0.84,-1.16,0.0,0.85,6.9,-6.9,-6.9,-2.27,8.33,8.33
ABB,1053,1055,12.34,11.97,2,-3.0,-3.0,2.92,2,False,0.95,-1.44,0.73,0.78,-1.5,-7.6,-3.76,-5.35,5.92,5.92
ABB,1082,1083,11.42,11.33,1,-0.79,-0.79,0.0,1,False,0.55,-3.14,1.6,0.56,7.24,2.47,3.27,7.24,0.79,0.79
ABB,1084,1094,11.61,11.61,10,0.0,0.0,4.65,4,False,1.0,0.0,3.29,0.54,5.51,-0.78,0.78,0.0,4.65,4.65
ABB,1096,1099,12.15,11.7,3,-3.7,-3.7,0.82,2,False,1.0,0.0,3.85,0.46,4.7,-0.77,-0.77,0.77,4.53,4.53
ABB,1101,1103,12.25,11.88,2,-3.02,-3.02,0.0,1,False,1.0,0.0,0.82,0.6,6.9,-2.27,-2.27,6.9,3.02,3.02
ABB,1112,1122,12.43,13.16,10,5.87,0.0,8.85,6,True,1.0,0.0,6.24,0.81,7.67,-1.37,6.91,7.67,2.98,2.98
ABB,1124,1131,13.25,13.62,7,2.79,0.0,6.94,2,True,0.85,-2.07,2.08,0.74,7.34,4.04,7.34,6.68,4.15,4.15
ABS,138,148,27.55,27.46,10,-0.33,-6.03,1.67,7,False,1.0,0.0,59.8,0.95,47.45,0.98,7.72,47.45,2.0,2.0
ABS,149,168,27.73,31.25,19,12.69,0.0,150.02,4,True,0.97,-1.0,7.11,0.09,-1.79,-12.13,-7.1,-12.13,137.32,137.32
ABS,216,220,19.88,19.32,4,-2.82,-2.82,12.07,2,False,1.0,0.0,8.63,0.4,2.69,-7.61,-5.64,-0.47,14.89,14.89
ABS,244,256,20.41,25.1,12,22.98,0.0,35.52,5,True,1.0,0.0,9.38,0.73,1.12,-11.91,0.0,-10.96,12.54,12.54
ABS,272,282,25.57,26.95,10,5.4,0.0,12.79,8,True,0.65,-7.56,17.89,0.74,8.05,-5.12,-0.56,-5.12,7.39,7.39
ABS,289,291,28.89,27.47,2,-4.92,-4.92,0.8,2,False,1.0,0.0,10.9,0.58,-6.92,-28.65,-23.12,-28.65,5.71,5.71
ABS,319,320,23.06,23.01,1,-0.22,-0.22,0.0,1,False,1.0,0.0,2.53,0.99,10.3,-1.61,7.0,-1.61,0.22,0.22
ABS,322,327,23.87,24.48,5,2.56,0.0,6.33,4,True,1.0,0.0,8.65,0.79,0.57,-7.52,-6.74,-3.68,3.77,3.77
ABS,379,383,14.06,13.16,4,-6.4,-6.4,0.0,3,False,0.7,-8.94,22.69,0.72,7.6,-20.14,0.0,-20.14,6.4,6.4
ABS,385,388,13.64,13.16,3,-3.52,-3.52,3.81,2,False,0.87,-2.99,0.74,0.7,-6.84,-30.17,-20.14,-21.2,7.33,7.33
ABS,416,417,11.46,11.18,1,-2.44,-2.44,0.0,1,False,1.0,0.0,5.23,0.76,8.41,-3.04,5.01,8.41,2.44,2.44
ABS,422,423,11.74,11.74,1,0.0,0.0,0.0,0,False,1.0,0.0,5.01,1.0,10.56,2.9,10.14,7.67,0.0,0.0
ABS,424,432,12.08,12.26,8,1.49,0.0,7.45,6,True,1.0,0.0,10.93,0.66,3.1,-6.53,-1.47,2.37,5.96,5.96
ABS,433,434,12.64,12.6,1,-0.32,-0.32,0.0,1,False,0.84,-2.62,-2.24,0.82,-0.4,-9.05,-9.05,-6.83,0.32,0.32
ABS,525,529,6.2,6.04,4,-2.58,-2.58,6.94,2,False,1.0,0.0,12.12,0.58,4.3,-4.97,4.3,0.66,9.52,9.52
ABS,533,535,6.2,6.08,2,-1.94,-1.94,1.61,2,False,0.61,-6.49,1.14,0.5,2.14,-5.59,-0.49,-3.78,3.55,3.55
ABS,572,576,6.0,5.92,4,-1.33,-1.33,0.83,2,False,1.0,0.0,4.9,0.71,1.35,-6.25,-5.57,-6.25,2.17,2.17
ABS,599,602,5.94,5.9,3,-0.67,-0.67,4.71,2,False,1.0,0.0,3.3,0.62,18.14,0.0,6.95,13.56,5.39,5.39
ABS,607,622,6.31,7.17,15,13.63,0.0,22.5,8,True,1.0,0.0,6.95,0.69,5.16,-5.16,5.16,-4.46,8.87,8.87
ABS,624,628,7.31,7.3,4,-0.14,-0.14,3.15,2,False,0.77,-5.43,-5.43,0.58,-1.23,-8.22,-6.3,-5.75,3.28,3.28
ABS,646,661,7.59,8.4,15,10.67,0.0,15.68,6,True,1.0,0.0,10.0,0.8,-0.24,-16.43,-5.36,-13.33,5.01,5.01
ABS,734,735,5.82,5.7,1,-2.06,-2.06,0.0,1,False,1.0,0.0,3.37,0.86,3.33,-2.63,-1.4,2.63,2.06,2.06
ABS,743,744,5.89,5.85,1,-0.68,-0.68,0.0,1,False,1.0,0.0,5.18,0.89,0.68,-2.91,-2.05,-2.05,0.68,0.68
ABS,745,746,5.85,5.81,1,-0.68,-0.68,0.0,1,False,0.89,-0.68,4.09,0.78,1.38,-2.24,-1.89,-0.86,0.68,0.68
ABS,747,748,5.89,5.75,1,-2.38,-2.38,0.0,1,False,1.0,0.0,2.61,0.59,0.7,-1.22,-1.04,0.52,2.38,2.38
ABS,761,770,6.19,5.95,9,-3.88,-3.88,4.04,6,False,1.0,0.0,7.47,0.36,2.52,0.34,0.5,1.01,7.92,7.92
ABS,774,775,6.1,5.98,1,-1.97,-1.97,0.0,1,False,0.53,-5.28,0.83,0.36,0.84,-3.01,0.5,-3.01,1.97,1.97
ABS,790,791,6.06,6.02,1,-0.66,-0.66,0.0,1,False,0.87,-0.66,4.48,0.73,1.99,-1.5,-0.17,-1.0,0.66,0.66
ABS,793,795,6.14,6.04,2,-1.63,-1.63,0.0,1,False,1.0,0.0,4.42,0.71,-0.5,-4.3,-1.32,-4.3,1.63,1.63
ABS,853,855,5.39,5.26,2,-2.41,-2.41,0.0,1,False,1.0,0.0,1.7,0.7,5.89,0.0,1.14,5.89,2.41,2.41
ABS,858,860,5.42,5.32,2,-1.85,-1.85,0.0,1,False,1.0,0.0,0.56,0.7,4.7,0.75,4.7,1.5,1.85,1.85
ABS,861,869,5.36,5.44,8,1.49,0.0,3.92,4,True,0.77,-1.11,1.9,0.58,-0.74,-4.41,-3.68,-4.41,2.43,2.43
ABS,983,988,3.92,3.86,5,-1.53,-1.53,0.77,3,False,1.0,0.0,2.35,0.59,28.24,-0.78,18.91,19.43,2.3,2.3
ABS,991,1009,4.01,4.6,18,14.71,0.0,26.43,12,True,1.0,0.0,1.52,0.62,2.39,-3.7,0.0,-2.39,11.72,11.72
ABS,1035,1041,4.76,4.73,6,-0.63,-0.63,2.94,2,False,1.0,0.0,5.08,0.72,0.21,-4.44,-0.63,-4.23,3.57,3.57
ABS,1045,1046,4.74,4.7,1,-0.84,-0.84,0.0,1,False,0.71,-3.27,-1.25,0.64,-0.21,-6.38,-3.62,-6.17,0.84,0.84
ABS,1110,1114,4.1,3.74,4,-8.78,-8.78,0.0,1,False,1.0,0.0,17.82,0.45,5.08,-1.6,1.6,5.08,8.78,8.78
ABS,1124,1125,3.93,3.8,1,-3.31,-3.31,0.0,1,False,0.73,-4.15,3.42,0.52,3.42,0.79,3.16,2.63,3.31,3.31
ABW,100,104,10.4,10.3,4,-0.96,-0.96,0.96,3,False,0.73,-3.7,4.0,0.55,0.0,-2.91,-0.97,-1.94,1.92,1.92
ABW,128,144,10.4,10.9,16,4.81,0.0,10.58,8,True,1.0,0.0,4.0,0.6,1.83,-0.92,0.0,0.0,5.77,5.77
ABW,183,185,10.3,9.9,2,-3.88,-3.88,0.0,1,False,0.67,-4.63,6.19,0.6,8.08,0.0,4.04,6.06,3.88,3.88
ABW,187,200,10.0,10.5,13,5.0,0.0,9.0,8,True,0.7,-2.91,2.04,0.67,-1.9,-7.62,-3.81,-7.62,4.0,4.0
ABW,334,341,8.4,8.3,7,-1.19,-1.19,3.57,4,False,0.83,-1.18,3.7,0.5,0.0,-3.61,-3.61,0.0,4.76,4.76
ABW,356,380,8.6,8.8,24,2.33,-1.16,8.14,15,True,0.86,-1.15,3.61,0.29,3.41,0.0,2.27,3.41,5.81,5.81
ABW,381,382,9.1,9.0,1,-1.1,-1.1,0.0,1,False,0.71,-2.15,-2.15,0.57,1.11,-2.22,-2.22,1.11,1.1,1.1
ABW,390,391,9.1,9.1,1,0.0,0.0,0.0,0,False,0.6,-2.15,1.11,0.6,0.0,-18.68,-2.2,-18.68,0.0,0.0
ABW,406,407,7.8,7.6,1,-2.56,-2.56,0.0,1,False,0.55,-14.29,5.41,0.48,5.26,-3.95,-3.95,2.63,2.56,2.56
ABW,415,427,8.0,7.8,12,-2.5,-2.5,1.25,5,False,0.67,-10.11,6.67,0.63,2.56,0.0,2.56,0.0,3.75,3.75
ABW,428,430,8.0,7.9,2,-1.25,-1.25,0.0,1,False,0.88,-1.23,1.27,0.75,2.53,-1.27,-1.27,2.53,1.25,1.25
ABW,432,433,8.0,7.8,1,-2.5,-2.5,0.0,1,False,0.88,-1.23,2.56,0.5,3.85,0.0,2.56,2.56,2.5,2.5
ABW,438,439,8.0,7.9,1,-1.25,-1.25,0.0,1,False,0.67,-1.23,2.56,0.33,8.86,1.27,3.8,7.59,1.25,1.25
ABW,440,442,8.1,8.0,2,-1.23,-1.23,0.0,1,False,1.0,0.0,3.85,0.67,13.75,0.0,3.75,12.5,1.23,1.23
ABW,444,478,8.2,10.9,34,32.93,0.0,51.22,14,True,1.0,0.0,3.8,0.42,22.02,5.5,18.35,8.26,18.29,18.29
ABW,481,486,12.5,11.7,5,-6.4,-6.4,6.4,2,False,1.0,0.0,0.81,0.33,0.85,-5.98,0.85,-5.98,12.8,12.8
ABW,537,538,10.9,10.8,1,-0.92,-0.92,0.0,1,False,1.0,0.0,6.86,0.89,1.85,-2.78,-0.93,1.85,0.92,0.92
ABW,540,541,10.8,10.6,1,-1.85,-1.85,0.0,1,False,0.89,-0.92,3.85,0.67,3.77,-0.94,-0.94,2.83,1.85,1.85
ABW,542,544,10.9,10.7,2,-1.83,-1.83,0.0,1,False,1.0,0.0,0.0,0.78,7.48,-1.87,2.8,5.61,1.83,1.83
ACB,1161,1162,6.78,6.72,1,-0.88,-0.88,0.0,1,False,1.0,0.0,4.47,0.85,5.21,-2.98,5.21,-1.19,0.88,0.88
ACB,1163,1168,6.9,6.81,5,-1.3,-1.3,2.46,3,False,1.0,0.0,6.81,0.62,8.52,-4.26,1.76,8.08,3.77,3.77
ACB,1173,1174,6.93,6.87,1,-0.87,-0.87,0.0,1,False,0.8,-1.98,1.76,0.71,11.79,-0.87,10.92,8.01,0.87,0.87
ACB,1176,1185,6.84,6.93,9,1.32,0.0,12.28,6,True,0.67,-3.25,2.09,0.35,7.5,-3.03,4.91,-3.03,10.96,10.96
ACB,1192,1193,7.45,7.39,1,-0.81,-0.81,0.0,1,False,0.78,-2.99,4.93,0.67,-1.22,-18.4,-13.67,-17.59,0.81,0.81
ACB,1235,1258,6.12,7.07,23,15.52,0.0,20.75,8,True,1.0,0.0,4.44,0.74,0.0,-4.95,-2.83,-3.25,5.23,5.23
ACB,1278,1288,7.01,6.98,10,-0.43,-1.57,2.14,5,False,0.88,-0.85,5.1,0.69,-0.72,-9.89,-6.59,-1.58,2.57,2.57
ACB,1301,1319,7.33,7.8,18,6.41,-0.41,10.1,10,True,1.0,0.0,7.16,0.78,5.77,-0.9,1.92,5.77,3.68,3.68
ACB,1325,1355,7.99,9.15,30,14.52,-0.5,20.15,13,True,0.88,-0.99,3.36,0.63,4.59,-2.4,2.51,3.72,5.63,5.63
ACB,1360,1362,9.38,9.34,2,-0.43,-0.43,2.03,2,False,0.76,-2.29,2.51,0.71,9.31,0.86,6.0,9.31,2.45,2.45
ACB,1363,1389,9.42,10.54,26,11.89,0.0,15.29,12,True,0.79,-1.87,4.2,0.69,6.45,-2.85,-1.04,6.45,3.4,3.4
ACB,1396,1405,10.75,10.47,9,-2.6,-2.6,5.58,4,False,0.83,-1.01,2.48,0.21,3.72,-8.31,-0.38,-2.01,8.19,8.19
ACB,1423,1434,11.67,11.93,11,2.23,0.0,6.86,8,True,1.0,0.0,9.17,0.78,6.79,0.75,5.36,5.03,4.63,4.63
ACB,1436,1445,12.29,12.38,9,0.73,0.0,3.66,6,True,0.92,-1.44,-1.44,0.65,5.01,-2.91,0.89,4.28,2.93,2.93
ACB,1450,1460,12.49,12.7,10,1.68,0.0,5.6,4,True,0.69,-1.96,0.89,0.58,2.36,-4.02,-1.34,1.81,3.92,3.92
ACB,1469,1495,13.0,15.08,26,16.0,-0.54,32.46,11,True,0.81,-1.44,6.64,0.44,10.88,5.64,9.95,10.88,16.46,16.46
ACB,1500,1501,16.58,16.27,1,-1.87,-1.87,0.0,1,False,0.82,-3.72,9.95,0.73,5.78,0.18,3.2,2.89,1.87,1.87
ACB,1502,1504,16.37,16.3,2,-0.43,-0.43,0.24,2,False,0.73,-4.94,2.38,0.71,9.2,2.58,5.58,9.2,0.67,0.67
ACB,1505,1511,16.72,16.74,6,0.12,0.0,2.93,2,True,0.83,-2.9,0.84,0.78,6.33,-11.05,2.39,-11.05,2.81,2.81
ACB,1514,1515,17.8,16.88,1,-5.17,-5.17,0.0,1,False,1.0,0.0,3.43,0.66,1.54,-11.79,-8.59,-5.81,5.17,5.17
ACB,1516,1517,17.14,16.98,1,-0.93,-0.93,0.0,1,False,0.65,-3.71,2.39,0.55,-2.77,-12.31,-9.54,-5.83,0.93,0.93
ACB,1534,1542,16.67,16.56,8,-0.66,-0.66,2.7,6,False,0.61,-6.35,8.67,0.73,1.09,-9.54,0.0,-9.54,3.36,3.36
ACB,1583,1585,15.29,15.15,2,-0.92,-0.92,0.0,1,False,1.0,0.0,3.52,0.81,0.0,-3.7,-1.72,-1.39,0.92,0.92
ACB,1596,1605,15.48,15.48,9,0.0,-0.9,2.58,5,False,1.0,0.0,4.45,0.69,7.11,-1.55,-1.55,6.46,2.58,2.58
ACB,1606,1608,15.64,15.55,2,-0.58,-0.58,0.13,2,False,0.81,-1.51,-0.45,0.74,6.62,-1.99,2.38,0.45,0.7,0.7
ACB,1611,1617,15.69,16.02,6,2.1,0.0,5.67,4,True,0.85,-1.2,0.32,0.58,-1.94,-5.43,-5.43,-2.25,3.57,3.57
ACB,1639,1643,15.85,15.8,4,-0.32,-0.32,2.08,2,False,1.0,0.0,3.32,0.6,0.19,-2.78,-1.77,-2.03,2.4,2.4
ACB,1656,1666,16.11,15.95,10,-0.99,-0.99,4.1,6,False,0.91,-0.43,4.88,0.42,2.01,-0.44,1.13,-0.31,5.09,5.09
ACB,1706,1708,15.78,15.73,2,-0.32,-0.32,0.44,2,False,0.86,-0.63,1.94,0.79,-2.23,-9.09,-3.69,-2.48,0.76,0.76
ACB,1742,1743,14.83,14.63,1,-1.35,-1.35,0.0,1,False,0.93,-1.0,-1.0,0.83,3.21,-8.27,-3.42,-7.86,1.35,1.35
ACB,1744,1746,15.07,14.77,2,-1.99,-1.99,0.2,2,False,1.0,0.0,3.29,0.85,-4.33,-9.14,-8.33,-5.55,2.19,2.19
ACB,1775,1776,14.45,14.27,1,-1.25,-1.25,0.0,1,False,1.0,0.0,2.48,0.73,2.73,-1.19,1.05,2.1,1.25,1.25
