entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_reason,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_date,entry_symbol,position_size,entry_trend,quick_reentry,breakout_entry,vshape_entry,entry_ret_5d,entry_drop20d,entry_dist_sma20,symbol,model
31,127,96,32.48,139.88,peak_protect_dist,2021-07-12,0.8287981859410433,0.046262254901960724,2.5936760513517925,0.9348250563977479,0.0,2.0,-0.08962821007204334,0.9833333333333333,3,2021-02-23,FPT,0.5,strong,False,False,False,1.21,-3.43,8.73,FPT,v16
140,149,9,2.9,4.71,trailing_stop,2021-08-11,0.8601398601398593,0.017053933063312817,13.032346544616466,1.323416613868072,2.0,2.0,-0.0494842676726428,0.6166666666666667,3,2021-07-29,FPT,1.0,strong,False,False,False,4.48,-0.32,4.8,FPT,v16
150,159,9,-0.98,44.85,signal,2021-08-25,0.6826923076923074,0.04903417533432397,-15.876332989336092,1.1077875603098688,0.0,2.0,0.01312478249445689,0.6666666666666666,4,2021-08-12,FPT,0.7,strong,True,False,False,-2.91,-4.09,1.05,FPT,v16
173,182,9,-1.58,101.21,signal,2021-09-29,0.8905109489051103,0.006240898689411216,20.225148683092605,0.8581613499671578,3.0,3.0,0.0014838772472911925,0.08333333333333333,2,2021-09-16,FPT,0.5,strong,False,False,False,1.61,-0.21,1.82,FPT,v16
190,199,9,-3.02,100.35,signal,2021-10-22,0.9630541871921185,0.002979145978152901,24.522215319481703,1.398968109857755,3.0,3.0,-0.035760303626594596,0.6,3,2021-10-11,FPT,0.5,strong,False,False,False,4.85,0.0,5.24,FPT,v16
223,229,6,-4.51,0.0,stop_loss,2021-12-03,0.739999999999999,0.017927501970055236,9.897240492649402,1.1689523527736254,1.0,2.0,-0.014899406378069094,0.48333333333333334,4,2021-11-25,FPT,1.0,strong,False,False,False,3.63,0.0,3.18,FPT,v16
15,17,2,-7.76,0.0,stop_loss,2021-01-27,0.6782608695652181,0.040173724212812074,-21.023081721771582,1.3215705078245907,2.0,2.0,0.07319476941771094,0.08333333333333333,4,2021-01-25,HPG,1.0,moderate,False,False,False,-2.02,-2.69,0.74,HPG,v16
21,54,33,14.06,82.85,signal,2021-03-26,0.41292134831460686,0.12243702401874633,-9.681870305512632,1.371525474617577,1.0,2.0,0.05312373421625313,0.75,4,2021-02-02,HPG,0.6,moderate,False,False,True,-4.26,-9.83,-4.43,HPG,v16
63,111,48,39.54,146.48,signal,2021-06-23,0.7915194346289754,0.027935606060606053,8.37357542978566,1.0979520191930092,1.0,4.0,0.01795535714791195,0.4666666666666667,3,2021-04-13,HPG,0.5,strong,False,False,False,3.33,-2.13,5.89,HPG,v16
140,155,15,1.07,50.59,signal,2021-08-24,0.5329512893982808,0.06016980435585083,20.981160715143467,0.8347382957705473,1.0,2.0,0.014834039297560355,0.15,4,2021-08-03,HPG,0.7,weak,False,False,False,2.27,-5.31,1.22,HPG,v16
167,203,36,9.27,72.81,signal,2021-11-02,0.7160493827160498,0.03159340659340653,-2.26197061896859,1.0549074763920063,0.0,1.0,-0.03408908398418983,0.55,2,2021-09-13,HPG,0.63,strong,False,False,False,-0.78,-2.15,2.37,HPG,v16
2,13,11,2.01,109.88,signal,2021-01-21,0.8662790697674426,0.02718676122931426,15.549315549315551,1.3878909182773098,2.0,4.0,0.0001497836530768848,0.95,4,2021-01-06,MBB,0.48999999999999994,weak,False,False,False,0.0,0.0,0.0,MBB,v16
32,53,21,1.99,112.26,signal,2021-03-25,0.8801843317972351,0.028792912513842726,21.78770949720669,1.3283224329461638,3.0,4.0,-0.030668208799397426,0.8833333333333333,4,2021-02-24,MBB,0.48999999999999994,moderate,False,False,False,4.63,-1.42,8.24,MBB,v16
65,75,10,-6.43,98.92,signal,2021-04-27,0.9213483146067413,0.013232514177693815,9.295291864099156,1.322096460443667,3.0,2.0,0.03731348078046706,0.45,3,2021-04-12,MBB,0.5,strong,False,False,False,4.13,-0.47,7.82,MBB,v16
81,122,41,26.87,31.22,trailing_stop,2021-07-06,0.7636363636363638,0.024597918637653718,14.10621147463258,1.2363072665511843,2.0,1.0,0.02611657356237236,0.23333333333333334,3,2021-05-07,MBB,1.0,strong,False,False,False,4.55,-0.56,2.7,MBB,v16
123,132,9,-10.58,11.13,signal,2021-07-20,0.6548672566371684,0.05539772727272723,-25.74433142614963,1.0501933344190049,0.0,1.0,0.0404729858905419,0.38333333333333336,2,2021-07-07,MBB,0.9,strong,True,False,False,-2.83,-3.1,1.99,MBB,v16
145,158,13,-3.51,48.15,signal,2021-08-25,0.5941422594142262,0.07249626307922263,27.51937984496122,1.0153855363603421,2.0,3.0,-0.017881528701466018,0.016666666666666666,4,2021-08-06,MBB,0.7,moderate,False,False,False,2.53,-1.18,3.46,MBB,v16
224,229,5,-7.73,0.0,stop_loss,2021-12-06,0.5192307692307688,0.05576208178438662,0.19298396088861125,1.4053516195380824,1.0,1.0,-0.016089383283967626,0.85,4,2021-11-29,MBB,1.0,strong,False,False,False,2.05,-3.58,2.75,MBB,v16
11,20,9,-5.12,107.07,signal,2021-02-01,0.7780487804878049,0.03238434163701068,1.2491651751129211,1.2873120185172395,2.0,2.0,-0.01281006951798673,0.8833333333333333,4,2021-01-19,REE,0.48999999999999994,moderate,False,False,False,-0.57,-2.06,1.62,REE,v16
33,42,9,-2.66,105.47,signal,2021-03-10,0.765193370165746,0.056628914057295116,3.549871347239403,0.8441387535212715,0.0,1.0,-0.004628119825283369,1.0,2,2021-02-25,REE,0.48999999999999994,strong,False,False,False,-5.36,-5.36,3.24,REE,v16
95,104,9,-6.25,100.31,signal,2021-06-09,0.8347676419965581,0.030466518565534662,-7.007428952962712,1.047227814353338,2.0,4.0,-0.033414780993765346,0.9,2,2021-05-27,REE,0.5,strong,False,False,False,1.38,0.0,5.99,REE,v16
112,122,10,-5.81,0.0,stop_loss,2021-07-05,0.6296296296296293,0.04843396835647401,22.282341999316586,1.1464971502573642,0.0,1.0,-0.03151833715848362,0.6833333333333333,4,2021-06-21,REE,1.0,strong,False,False,False,4.84,-3.01,1.47,REE,v16
153,179,26,15.21,62.84,signal,2021-09-24,0.8223350253807109,0.02324037184594951,6.388660549643461,1.2664011323611706,1.0,1.0,0.0025223852302761127,0.5833333333333334,3,2021-08-17,REE,0.7,strong,False,False,False,1.24,0.0,4.41,REE,v16
190,204,14,-0.55,102.36,signal,2021-11-08,0.9477124183006536,0.008305216714248645,-0.7949518356090408,0.7575995025504401,2.0,3.0,-0.062370046765815416,0.5333333333333333,1,2021-10-12,REE,0.5,strong,False,False,False,3.71,0.0,8.0,REE,v16
2,15,13,-0.94,112.86,signal,2021-01-25,0.9264990328820114,0.027576197387518202,1.065992140566422,0.7787714678431686,0.0,2.0,-0.15531797404684286,0.8166666666666667,3,2021-01-06,SSI,0.48999999999999994,weak,False,False,False,0.0,0.0,0.0,SSI,v16
36,47,11,-6.97,185.43,signal,2021-03-17,0.9546599496221658,0.012676056338028275,16.15689002913426,0.9940198126268159,2.0,2.0,-0.12380178111545376,0.4166666666666667,2,2021-03-02,SSI,0.35,strong,False,False,False,4.34,0.0,11.14,SSI,v16
63,72,9,-9.82,103.87,signal,2021-04-22,0.92156862745098,0.014025245441795306,9.74574431127322,1.3154507871644578,3.0,4.0,0.0007527064151012786,0.4,3,2021-04-08,SSI,0.5,strong,False,False,False,3.71,-0.42,6.4,SSI,v16
87,124,37,42.34,152.27,peak_protect_dist,2021-07-12,0.8325358851674636,0.02437325905292489,16.229896054196608,1.1484318275280094,1.0,3.0,0.039247149538734566,0.31666666666666665,4,2021-05-17,SSI,0.5,strong,False,False,False,2.13,0.0,5.44,SSI,v16
146,173,27,-1.72,104.37,signal,2021-09-24,0.9699646643109544,0.006630265210608352,9.207107130849096,1.1510432399172121,1.0,2.0,-0.035006021974353055,0.4666666666666667,3,2021-08-16,SSI,0.5,strong,False,False,False,4.7,0.0,13.59,SSI,v16
191,223,32,25.32,80.1,peak_protect_dist,2021-12-03,0.5051194539249149,0.05969534787978589,2.125073019782441,1.2239026136077846,2.0,2.0,0.002434745162532597,0.1,5,2021-10-20,SSI,0.7,weak,False,False,False,-1.7,-3.84,-0.85,SSI,v16
11,13,2,-6.39,0.0,stop_loss,2021-01-27,0.7815789473684215,0.049083382613837864,-23.471732661936365,1.1272598488183205,0.0,2.0,0.05087672617930113,0.6,3,2021-01-25,TCB,1.0,moderate,False,False,False,-1.11,-2.87,1.31,TCB,v16
28,50,22,0.76,107.55,signal,2021-03-26,0.8838582677165354,0.031943692474282616,24.1263092891243,0.9526163173850006,1.0,3.0,-0.04252294574131195,0.6,3,2021-02-24,TCB,0.5,strong,False,False,False,1.82,-1.76,9.06,TCB,v16
54,63,9,0.36,0.0,signal,2021-04-20,0.7096774193548391,0.02787816210634998,5.865675110388075,0.9343005441021209,3.0,4.0,0.08419306940577796,0.08333333333333333,4,2021-04-01,TCB,1.0,strong,False,False,False,4.2,-2.37,2.32,TCB,v16
77,95,18,5.87,111.63,signal,2021-06-09,0.8267716535433074,0.03881782090868985,1.0014461729836626,1.217713899622544,2.0,3.0,-0.05544759925861456,0.9666666666666667,4,2021-05-13,TCB,0.5,strong,False,False,False,1.89,-2.58,11.16,TCB,v16
114,123,9,-11.13,47.75,signal,2021-07-19,0.5209713024282566,0.08506468051744406,-1.8462261196366754,1.347739561013694,2.0,3.0,0.05395798620550152,0.5333333333333333,4,2021-07-06,TCB,0.7,strong,False,False,False,0.95,-6.9,3.38,TCB,v16
137,149,12,-5.39,47.17,signal,2021-08-24,0.5055679287305119,0.09072333469554567,26.430865288858506,0.820501906725441,2.0,3.0,0.011523187496144574,0.21666666666666667,4,2021-08-06,TCB,0.7,weak,False,False,False,1.37,-3.89,1.62,TCB,v16
184,193,9,-1.9,44.25,signal,2021-10-27,0.8215767634854773,0.017338709677419344,8.683270336043094,1.656745038398685,2.0,2.0,-0.021240625208475798,0.48333333333333334,3,2021-10-14,TCB,0.7,strong,False,False,False,5.0,-0.96,4.08,TCB,v16
199,219,20,-3.02,190.22,signal,2021-12-02,0.7899999999999991,0.016679904686259003,-2.4253928081830907,1.2412162184619782,4.0,3.0,0.015113020030710949,0.25,2,2021-11-04,TCB,0.35,strong,False,False,False,2.9,-0.75,1.99,TCB,v16
7,16,9,-8.65,43.0,signal,2021-01-26,0.5917602996254685,0.04414742810854596,4.769396745482453,1.2296002979875025,2.0,3.0,-0.014194832082391327,0.7,5,2021-01-13,VIC,0.7,weak,False,False,False,0.82,-2.89,-0.03,VIC,v16
21,40,19,0.08,70.78,signal,2021-03-08,0.570334928229665,0.09538984491183349,11.569939914076592,1.2108003043612556,1.0,2.0,-0.03548306226766566,0.9833333333333333,5,2021-02-02,VIC,0.6,weak,False,False,True,4.34,-7.43,-0.23,VIC,v16
53,75,22,20.01,20.41,signal,2021-05-06,0.8384754990925588,0.018137354799266366,26.213223663397663,1.2831155956806515,4.0,2.0,0.004194240352431558,0.18333333333333332,3,2021-03-25,VIC,1.0,strong,False,True,False,3.57,0.0,3.32,VIC,v16
143,153,10,-5.02,107.86,signal,2021-08-24,0.7925824175824177,0.030067702110712826,3.036416698388564,1.1119567569284396,0.0,2.0,-0.08687700817849318,0.75,4,2021-08-10,VIC,0.48999999999999994,moderate,False,False,False,-1.32,-1.32,5.29,VIC,v16
215,228,13,1.52,108.92,signal,2021-12-15,0.7857142857142857,0.015228426395939087,26.92857142857141,1.2992364702613255,5.0,3.0,0.017905407880735413,0.08333333333333333,3,2021-11-26,VIC,0.5,moderate,False,True,False,3.9,0.0,3.59,VIC,v16
29,41,12,2.33,5.73,trailing_stop,2021-03-09,0.6111111111111112,0.15053763440860213,12.16160180084119,0.8860970540440559,0.0,2.0,-0.04361202561252009,0.5333333333333333,4,2021-02-19,VND,1.0,weak,False,False,False,4.89,-9.85,4.97,VND,v16
42,54,12,0.17,18.2,signal,2021-03-26,0.7850467289719623,0.039655172413793176,-16.233766233766183,1.0471139248385866,2.0,2.0,-0.08616564503511112,0.05,2,2021-03-10,VND,0.9,strong,True,False,False,-0.51,-1.69,3.57,VND,v16
66,121,55,84.86,196.0,signal,2021-07-09,0.812227074235808,0.05810810810810807,2.6257100778455964,0.9162793921578398,0.0,2.0,0.10932681318790544,0.85,3,2021-04-20,VND,0.5,strong,False,False,False,-0.27,-3.14,12.0,VND,v16
143,157,14,-1.37,105.65,signal,2021-09-06,0.8747628083491461,0.03930911256700418,3.185035389282092,1.1463079689658597,0.0,2.0,-0.0745591037517627,0.7,4,2021-08-10,VND,0.5,strong,False,False,False,2.82,-1.35,14.26,VND,v16
168,177,9,-8.31,44.25,signal,2021-10-04,0.6398305084745759,0.04907621247113172,8.18479162428207,0.7127664544951402,1.0,2.0,0.09036133222884438,0.06666666666666667,4,2021-09-21,VND,0.7,strong,False,False,False,-0.35,-2.53,0.54,VND,v16
189,221,32,37.75,93.58,trailing_stop,2021-12-03,0.7762557077625577,0.0282420749279538,18.884978857450974,1.2629843101562452,3.0,3.0,0.024614314498002665,0.21666666666666667,4,2021-10-20,VND,0.7,moderate,False,False,False,3.34,-1.14,3.0,VND,v16
230,238,8,1.94,53.48,trailing_stop,2021-12-28,0.4548022598870056,0.07655692185640617,-11.833748680321818,0.857486276816814,0.0,2.0,0.03326773730557063,0.45,3,2021-12-16,VND,0.7,moderate,False,False,False,-3.63,-5.4,-1.26,VND,v16
7,16,9,-6.82,185.47,signal,2021-01-26,0.7354838709677405,0.023536165327210236,21.309896999552244,1.206513705275253,2.0,3.0,0.05857668884717619,1.0,5,2021-01-13,VNM,0.35,moderate,False,False,False,4.29,-1.54,2.01,VNM,v16
21,32,11,-0.56,69.87,signal,2021-02-24,0.49039057656540647,0.1015692573829235,-4.5806118469119,1.174679676512524,0.0,2.0,-0.037367513496603,1.0,4,2021-02-02,VNM,0.6,weak,False,False,True,-0.28,-8.51,-2.44,VNM,v16
61,70,9,-5.32,41.54,signal,2021-04-19,0.620632279534109,0.029529853645900807,10.619172791915418,1.1338987045022602,1.0,2.0,-0.0906268242735312,0.11666666666666667,5,2021-04-06,VNM,0.7,weak,False,False,False,2.32,-1.27,0.8,VNM,v16
156,165,9,-1.05,42.47,signal,2021-09-08,0.34027777777777807,0.04214729370008864,0.9783759160759615,1.0208899204899007,1.0,3.0,0.33322912103852553,0.5333333333333333,4,2021-08-20,VNM,0.7,weak,False,False,False,-2.33,-3.4,-0.56,VNM,v16
173,194,21,1.81,103.32,signal,2021-10-19,0.9160104986876622,0.004604979133688407,12.7015536138844,1.091561041735643,2.0,2.0,0.31331720348270736,0.016666666666666666,2,2021-09-20,VNM,0.5,moderate,False,True,False,1.71,-0.07,2.75,VNM,v16
22,54,32,12.3,61.05,peak_protect_ema,2022-03-28,0.5102040816326532,0.1844971172325432,14.399721485766307,1.010964457242102,1.0,3.0,-0.06657625170172607,0.5166666666666667,4,2022-02-10,AAS,0.7,moderate,False,False,False,3.38,-9.77,3.63,AAS,v16
93,105,12,0.88,70.96,signal,2022-06-10,0.287531806615776,0.412675018422992,-1.1525096195628635,0.7912389407811584,0.0,2.0,0.03341421288206534,0.8666666666666667,3,2022-05-25,AAS,0.6,weak,False,False,True,-3.62,-23.33,-7.73,AAS,v16
142,151,9,-4.27,102.5,signal,2022-08-16,0.765193370165746,0.07124895222129084,-26.508768645072706,2.2471973939980296,2.0,3.0,-0.05845352816189967,0.4666666666666667,3,2022-08-03,AAS,0.5,moderate,False,False,False,2.93,-5.39,8.33,AAS,v16
194,203,9,-7.1,66.07,signal,2022-10-31,0.3028391167192428,0.30779944289693606,13.06084096781774,1.0730621885531584,2.0,3.0,0.02083589535418227,0.9166666666666666,4,2022-10-18,AAS,0.6,weak,False,False,True,12.36,-22.55,-6.74,AAS,v16
217,231,14,22.25,94.01,trailing_stop,2022-12-12,0.2906976744186045,0.6340956340956343,-2.9479929544822454,1.9442605502735564,1.0,2.0,0.1903744484391181,0.9833333333333333,4,2022-11-18,AAS,0.6,weak,False,False,True,0.0,-27.89,-13.91,AAS,v16
236,245,9,-14.05,95.52,signal,2022-12-30,0.5621118012422359,0.23305785123966946,-9.77685004662203,0.8373199649641591,1.0,2.0,0.07173246579632245,0.2833333333333333,3,2022-12-19,AAS,0.5,moderate,False,False,False,2.89,-3.66,6.55,AAS,v16
2,11,9,-13.05,40.47,signal,2022-01-19,0.70516717325228,0.040980143641740546,1.370890987627213,0.7349046925033421,1.0,2.0,-0.2412231662290821,0.03333333333333333,4,2022-01-06,AAV,0.7,weak,False,False,False,0.0,0.0,0.0,AAV,v16
28,38,10,-2.03,106.6,signal,2022-03-04,0.7580419580419581,0.07160596026490068,-2.4462365591398196,1.0025050391511479,0.0,2.0,0.08266937278665829,0.9333333333333333,2,2022-02-18,AAV,0.48999999999999994,strong,False,False,False,1.21,-0.78,7.54,AAV,v16
116,125,9,-1.16,65.8,signal,2022-07-08,0.4327666151468315,0.42674418604651165,34.41238564391274,1.1999917340369666,2.0,3.0,-0.17005912464778294,0.95,5,2022-06-27,AAV,0.6,weak,False,False,True,30.9,-27.61,-4.75,AAV,v16
146,157,11,-4.17,106.4,signal,2022-08-24,0.7986577181208049,0.031250000000000076,-4.199952542909166,1.1907934789477852,1.0,2.0,0.07253169143209279,0.06666666666666667,3,2022-08-09,AAV,0.5,strong,False,False,False,0.31,0.0,6.0,AAV,v16
217,228,11,38.89,116.32,trailing_stop,2022-12-07,0.3225806451612903,0.5833333333333334,11.282051282051285,1.4939088906271887,1.0,2.0,-0.16272661849853443,0.9666666666666667,5,2022-11-18,AAV,0.6,weak,False,False,True,5.88,-30.77,-15.19,AAV,v16
22,31,9,-2.64,43.34,signal,2022-02-23,0.8786127167630072,0.012597480503899057,7.20247993929317,1.7322109159418553,3.0,3.0,-0.03424060904921118,1.0,3,2022-02-10,ACB,0.7,strong,False,False,False,1.83,-0.6,4.67,ACB,v16
59,69,10,-3.36,188.57,signal,2022-04-20,0.5076923076923076,0.020671834625323016,12.76531687490592,1.39276325009109,3.0,3.0,0.012637737728771206,0.03333333333333333,5,2022-04-05,ACB,0.35,moderate,False,False,False,2.04,-1.46,0.51,ACB,v16
134,156,22,1.89,189.29,signal,2022-08-23,0.5975609756097562,0.023125437981779965,0.631832313709701,1.1956450046103007,2.0,3.0,-0.013196806183576085,0.05,5,2022-07-22,ACB,0.35,moderate,False,False,False,1.42,-1.25,0.92,ACB,v16
191,200,9,3.5,73.98,signal,2022-10-26,0.40720221606648177,0.18290598290598298,20.057720057720076,1.644666897521293,1.0,2.0,0.07948406272361005,0.9833333333333333,5,2022-10-13,ACB,0.6,weak,False,False,True,-0.17,-13.78,-5.99,ACB,v16
229,243,14,-0.84,46.98,signal,2022-12-26,0.7206703910614525,0.07651109410864575,6.15021097046413,1.146670838623818,1.0,3.0,-0.07479160810506354,0.6333333333333333,5,2022-12-06,ACB,0.7,moderate,False,False,False,0.69,-5.56,4.66,ACB,v16
2,24,22,17.78,127.75,peak_protect_dist,2022-02-14,0.8432432432432427,0.02104499274310602,16.28619967603023,1.4602522554703528,1.0,2.0,-0.06214911132208105,0.7333333333333333,4,2022-01-06,BID,0.5,weak,False,False,False,0.0,0.0,0.0,BID,v16
60,69,9,-12.36,43.4,signal,2022-04-19,0.6207951070336385,0.03949044585987268,-1.0445636119279982,1.1403618649965206,1.0,2.0,-0.004752933514216448,0.15,4,2022-04-05,BID,0.7,weak,False,False,False,2.11,-2.39,1.17,BID,v16
115,126,11,16.66,79.29,signal,2022-07-12,0.3259999999999998,0.14891736632788338,12.810414675725639,1.0738783526085596,1.0,3.0,0.0831363518132575,0.8666666666666667,4,2022-06-24,BID,0.6,weak,False,False,True,-1.27,-12.73,-5.2,BID,v16
152,161,9,-0.48,42.47,signal,2022-08-30,0.8177874186550977,0.02895553257497414,6.805141891979005,1.064885634841901,0.0,2.0,-0.027170175905837007,0.5666666666666667,3,2022-08-17,BID,0.7,strong,False,False,False,4.17,-2.45,4.95,BID,v16
182,191,9,-4.27,62.89,signal,2022-10-13,0.1939799331103679,0.19601464009760067,4.871888459011586,0.9787222133784561,1.0,3.0,0.04262048647806084,0.7833333333333333,4,2022-09-30,BID,0.6,weak,False,False,True,-2.42,-15.35,-5.1,BID,v16
226,236,10,0.0,105.91,signal,2022-12-15,0.6935897435897436,0.0844821491693178,-6.606414475896251,1.0845494802976239,0.0,2.0,-0.06852557376694535,0.95,3,2022-12-01,BID,0.5,strong,False,False,False,2.65,-5.1,6.44,BID,v16
42,70,28,32.22,139.13,peak_protect_dist,2022-04-22,0.7374274661508707,0.0773173857325928,-28.43044731504216,1.1809147056827327,1.0,3.0,0.02729685909433527,0.95,4,2022-03-14,DGC,0.5,strong,False,False,False,-5.21,-5.21,9.1,DGC,v16
93,102,9,-0.22,52.01,signal,2022-07-07,0.5488748241912799,0.15365269461077843,6.3377619190674395,0.9846246826233622,0.0,2.0,-0.15116987778491894,0.5,4,2022-05-27,DGC,0.7,weak,False,False,False,0.47,-11.16,-0.57,DGC,v16
171,180,9,-1.01,70.9,signal,2022-10-27,0.42244224422442234,0.23309160870208676,20.211609694329574,1.081429817503074,2.0,4.0,0.042916800367069574,0.9,4,2022-10-14,DGC,0.6,weak,False,False,True,18.56,-17.13,-0.71,DGC,v16
29,44,15,-1.81,102.28,signal,2022-03-14,0.9506903353057199,0.005267593763168985,19.60367239341877,0.84428718976572,2.0,3.0,-0.026291964794590783,0.8833333333333333,2,2022-02-21,FPT,0.5,strong,False,False,False,2.75,0.0,4.3,FPT,v16
49,72,23,16.58,22.35,peak_protect_dist,2022-04-22,0.8086956521739121,0.013644821170146862,14.372144283975828,1.1778736274122317,2.0,4.0,0.005582937104997625,0.4,3,2022-03-21,FPT,1.0,strong,False,False,False,3.8,-0.21,2.16,FPT,v16
103,113,10,-11.02,100.41,signal,2022-06-22,0.8963893249607535,0.022614356690080526,7.412411001293108,1.132915719008904,0.0,2.0,-0.09199953402620956,0.9666666666666667,4,2022-06-08,FPT,0.5,strong,False,False,False,2.85,-0.53,9.86,FPT,v16
151,166,15,-4.41,99.93,signal,2022-09-07,0.9694117647058818,0.0023792093704246443,5.63421016388935,1.0439409636528334,2.0,2.0,-0.02913136747945028,0.16666666666666666,2,2022-08-15,FPT,0.5,strong,False,True,False,3.37,0.0,4.15,FPT,v16
217,231,14,8.72,71.41,signal,2022-12-13,0.5917566241413148,0.09422423556058898,-7.722899195354373,1.5307956107591905,1.0,1.0,0.02558088403420385,0.6833333333333333,3,2022-11-17,FPT,0.6,weak,False,False,True,-2.73,-6.32,-2.58,FPT,v16
28,46,18,-1.78,108.78,signal,2022-03-16,0.844827586206896,0.026696329254727567,18.510324483775804,0.790156054737983,1.0,3.0,-0.05123428151451996,0.75,3,2022-02-18,HPG,0.5,moderate,False,False,False,-0.22,-0.55,5.35,HPG,v16
149,162,13,-1.52,47.81,signal,2022-08-30,0.7035573122529646,0.04230118443316413,7.152731759705638,1.2359466939631367,2.0,3.0,0.0035427552364785675,0.4166666666666667,5,2022-08-11,HPG,0.7,moderate,False,False,False,-1.06,-2.9,3.05,HPG,v16
191,200,9,-8.61,71.0,signal,2022-10-25,0.24084778420038538,0.2780522230063514,12.680892813343092,1.3948114470186102,2.0,3.0,-0.02872085357272211,1.0,5,2022-10-12,HPG,0.6,weak,False,False,True,-2.61,-20.75,-10.56,HPG,v16
218,244,26,13.2,100.65,signal,2022-12-26,0.5643340857787811,0.1687062937062937,23.19947487239891,1.153991122895291,2.0,3.0,-0.031189450500690465,0.8833333333333333,5,2022-11-18,HPG,0.6,weak,False,False,True,22.75,-13.2,3.4,HPG,v16
7,36,29,11.66,16.07,signal,2022-03-03,0.6764705882352946,0.04110612855007466,11.169049621530696,1.5229745400515136,1.0,2.0,-0.014220264162594618,0.65,5,2022-01-14,MBB,1.0,moderate,False,False,False,3.64,-0.22,3.02,MBB,v16
116,132,16,3.41,70.24,signal,2022-07-20,0.4526315789473685,0.13991031390134534,14.774414055066288,0.8850244160473473,2.0,3.0,0.015282579504305054,0.9333333333333333,4,2022-06-28,MBB,0.6,weak,False,False,True,10.07,-11.65,-2.92,MBB,v16
148,162,14,1.3,190.59,signal,2022-09-07,0.875968992248062,0.013008130081300823,3.845519062551631,0.9374232046426929,1.0,1.0,-0.0012023317911553782,0.4,1,2022-08-16,MBB,0.35,strong,False,False,False,1.15,-0.4,4.41,MBB,v16
189,198,9,-1.66,65.42,signal,2022-10-27,0.30448717948717974,0.225103734439834,17.290747421643488,1.3105382378781307,2.0,3.0,0.0947873940361032,0.95,5,2022-10-14,MBB,0.6,weak,False,False,True,5.01,-16.61,-7.12,MBB,v16
199,208,9,-10.46,68.75,signal,2022-11-10,0.49377593360995903,0.12761506276150614,19.444444444444457,1.1000046697393178,1.0,4.0,0.007832077112922614,0.6333333333333333,5,2022-10-28,MBB,0.6,weak,False,False,True,9.63,-8.08,1.81,MBB,v16
213,226,13,15.29,79.96,signal,2022-12-08,0.47872340425531895,0.17294117647058832,-11.18010503552673,1.1951470283469574,0.0,1.0,0.1186406225502902,0.75,3,2022-11-17,MBB,0.6,weak,False,False,True,-0.7,-12.82,-5.42,MBB,v16
232,241,9,-7.37,97.79,signal,2022-12-29,0.8720379146919433,0.026522593320235717,-7.834868887313959,0.9543387608156373,0.0,2.0,0.01796719931021699,0.43333333333333335,2,2022-12-16,MBB,0.5,strong,False,False,False,3.25,-0.78,9.59,MBB,v16
2,11,9,-7.58,42.06,signal,2022-01-19,0.5267175572519085,0.04999999999999998,1.6178361965712682,0.7109762292077902,1.0,1.0,0.02728970507285918,0.18333333333333332,3,2022-01-06,REE,0.7,weak,False,False,False,0.0,0.0,0.0,REE,v16
26,43,17,-0.13,104.89,signal,2022-03-11,1.0,0.0,7.87659692218331,0.9789083097353775,1.0,1.0,-0.07899940519202894,0.8166666666666667,1,2022-02-16,REE,0.5,strong,False,False,False,3.72,0.0,8.19,REE,v16
57,70,13,-0.97,108.69,signal,2022-04-20,0.7966101694915247,0.03311867525299,17.89115349772584,1.4369829683698296,1.0,2.0,-0.05149795328311206,1.0,4,2022-03-31,REE,0.5,strong,False,False,False,2.5,0.0,9.02,REE,v16
100,114,14,-8.29,106.92,signal,2022-06-23,0.8734638142922166,0.048289039430258834,11.166387061715312,0.8791126489466077,0.0,2.0,-0.15724937712988843,1.0,3,2022-06-03,REE,0.5,strong,False,False,False,3.8,-2.62,16.11,REE,v16
146,155,9,3.48,47.63,signal,2022-08-22,0.5996409335727115,0.04480610809724727,-8.234989481366974,1.2926910862766963,2.0,2.0,-0.02098518225618573,0.016666666666666666,4,2022-08-09,REE,0.7,weak,False,False,False,2.3,-1.95,1.95,REE,v16
162,175,13,-2.68,100.6,signal,2022-09-21,0.9110707803992737,0.00919324577861167,2.6866973404792986,0.9384069468886133,2.0,1.0,0.020601699055316856,0.03333333333333333,1,2022-08-31,REE,0.5,strong,False,False,False,1.29,0.0,4.0,REE,v16
197,206,9,-4.68,45.48,signal,2022-11-03,0.6874074074074075,0.043149284253578724,15.507127480715013,0.9821412141942285,1.0,1.0,-0.06553990556455924,0.5333333333333333,3,2022-10-21,REE,0.7,weak,False,False,False,2.19,-2.71,2.77,REE,v16
2,11,9,-12.88,42.35,signal,2022-01-19,0.5994897959183675,0.050191815856777504,20.446829244070948,0.9567529670019878,1.0,3.0,-0.033327926806018426,0.4166666666666667,4,2022-01-06,SSI,0.7,weak,False,False,False,0.0,0.0,0.0,SSI,v16
40,44,4,-8.08,0.0,hard_stop,2022-03-14,0.7534246575342459,0.025414754677020913,11.326663201663209,1.5219329917023834,3.0,2.0,0.03495320537214881,0.08333333333333333,4,2022-03-08,SSI,1.0,moderate,False,False,False,2.16,0.0,3.55,SSI,v16
