entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_efficiency,left_on_table_pct,future_upside_pct,exit_reason,position_size,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_sma50_dist,entry_atr_pct,entry_date,entry_symbol,model,window
389,400,11,14.09,14.38,98.0,0.29,26.95,trailing_stop,1.0,400,0.9090909090909096,0.021628498727735247,17.163022895506984,1.0822573667547832,2.0,2.0,0.11107247904112288,0.2,3,0.04981968745826114,0.05216284987277354,389,AAS,random_forest,train_2017-2020_test_2021
401,403,2,-1.57,0.0,0.0,1.57,25.27,signal,1.0,403,0.5949367088607598,0.115523465703971,-20.751146177630886,1.276835120512354,3.0,1.0,0.0032573882873248583,0.13333333333333333,3,0.05919241358213514,0.07151452638817259,401,AAS,random_forest,train_2017-2020_test_2021
405,427,22,17.62,21.9,80.5,4.28,23.79,trailing_stop,1.0,427,0.631313131313131,0.08548009367681504,3.363914373088683,0.6301957242220257,2.0,3.0,-0.00367348017976089,0.016666666666666666,4,0.07885494833118575,0.06958849113415859,405,AAS,random_forest,train_2017-2020_test_2021
430,431,1,-0.25,0.0,0.0,0.25,34.45,signal,1.0,431,0.5555555555555556,0.06793206793206791,-11.057536347282444,0.7277864447967989,1.0,2.0,-0.0038424100362269877,0.016666666666666666,3,0.12580695953393176,0.04923647780790641,430,AAS,random_forest,train_2017-2020_test_2021
436,472,36,45.77,54.47,84.0,8.69,0.94,signal,1.0,472,0.7198581560283684,0.06917688266199658,22.45179063360883,1.294897063950796,2.0,2.0,-0.07599276166498567,0.18333333333333332,5,0.22964940994056354,0.04947460595446584,436,AAS,random_forest,train_2017-2020_test_2021
513,519,6,-3.21,0.0,0.0,3.21,19.5,signal,1.0,519,0.9711191335740071,0.005398110661268561,12.473780515017665,1.9271049134888771,3.0,2.0,42.61380712882744,0.5666666666666667,3,-0.02195002837796821,0.03600347021399653,513,AAT,random_forest,train_2017-2020_test_2021
523,538,15,6.54,11.67,56.0,5.13,6.15,signal,1.0,538,0.8437500000000002,0.029182879377431862,11.07002801120447,1.0909090909090908,2.0,3.0,0.4828639843685203,0.65,3,0.05132540634885996,0.03765981100611449,523,AAT,random_forest,train_2017-2020_test_2021
551,557,6,-2.82,2.92,-96.6,5.74,13.78,signal,1.0,557,0.8505154639175261,0.01661891117478505,18.838020492696664,1.1753251532452238,4.0,3.0,0.4140241256845199,0.11666666666666667,3,0.11622849101260156,0.03430208759721651,551,AAT,random_forest,train_2017-2020_test_2021
564,569,5,-2.45,0.23,0.0,2.68,9.72,signal,1.0,569,0.5516014234875437,0.07138810198300292,-2.5159202421965077,0.9535463870604854,2.0,3.0,-0.03688736841038135,0.2,3,0.07184065099896762,0.041319303925536226,564,AAT,random_forest,train_2017-2020_test_2021
573,580,7,-1.87,1.68,-111.4,3.56,-1.23,signal,1.0,580,0.8279569892473116,0.026044492674986458,28.337628865979326,1.0656830102015935,2.0,4.0,-0.04223751995708697,0.5166666666666667,3,0.08471743199180717,0.04019068289279904,573,AAT,random_forest,train_2017-2020_test_2021
639,641,2,-2.46,0.0,0.0,2.46,24.26,signal,1.0,641,0.7393767705382436,0.0817051509769094,6.194071005204201,0.9343556429029723,2.0,3.0,0.07133480709327478,0.55,4,-0.14752509728510207,0.0719994925145902,639,AAV,random_forest,train_2017-2020_test_2021
645,666,21,5.05,9.37,54.0,4.31,3.73,signal,1.0,666,1.0,0.0,18.3574222995001,1.1218669134807397,3.0,3.0,-0.009852167104609455,0.55,3,0.0028812938760566786,0.05232426303854874,645,AAV,random_forest,train_2017-2020_test_2021
667,674,7,-4.39,0.0,0.0,4.39,-1.88,signal,1.0,674,0.7877697841726619,0.04154929577464788,3.170894526034729,0.6747900612802452,1.0,2.0,-0.05325627399483879,0.03333333333333333,3,0.19906101700640083,0.04270623742454728,667,AAV,random_forest,train_2017-2020_test_2021
703,707,4,-3.35,6.21,-53.9,9.55,5.22,signal,1.0,707,0.835820895522388,0.024390243902439032,22.994392627137465,1.2298975077373817,2.0,4.0,-0.04113679024118046,0.3333333333333333,4,0.03624165185956745,0.04223418857565198,703,AAV,random_forest,train_2017-2020_test_2021
708,712,4,32.72,42.95,76.2,10.23,3.17,signal,0.7,712,0.8227513227513228,0.04431216931216931,3.5898169336384456,1.3960483364049487,2.0,2.0,-0.026645575192635745,0.7833333333333333,4,0.15268502424297858,0.04412320483749055,708,AAV,random_forest,train_2017-2020_test_2021
756,775,19,47.84,56.0,85.4,8.16,24.1,trailing_stop,1.0,775,0.9189944134078215,0.02113702623906699,46.80361835455833,1.4081390134623732,3.0,4.0,-0.008031294411113915,0.6333333333333333,4,0.07033639143730903,0.048365264473136195,756,AAV,random_forest,train_2017-2020_test_2021
779,795,16,38.19,49.27,77.5,11.09,3.81,signal,0.7,795,0.8535031847133758,0.0715953307392996,-10.375350140056042,1.5458272232483445,2.0,3.0,0.1146710479220808,0.8,3,0.6489156935711538,0.08729849916620346,779,AAV,random_forest,train_2017-2020_test_2021
817,819,2,-6.48,0.0,0.0,6.48,1.71,stop_loss,1.0,819,0.9003880983182406,0.02490297542043983,15.6405235494177,1.1935761011531019,2.0,2.0,0.06363578882831811,0.13333333333333333,4,0.16975878454041954,0.044885418591757535,817,AAV,random_forest,train_2017-2020_test_2021
820,822,2,-7.01,0.0,0.0,7.01,4.98,stop_loss,1.0,822,0.5873221216041395,0.11192982456140356,-3.9608040526419472,1.4455840116658614,2.0,1.0,0.09310604006242063,0.15,3,0.05513350215469369,0.05375939849624062,820,AAV,random_forest,train_2017-2020_test_2021
4,7,3,34.86,37.04,94.1,2.18,0.51,signal,0.7,7,0.659504132231405,0.10093091621754036,-1.030948950958205,0.9143427761611047,1.0,3.0,0.032091820463936396,0.8333333333333334,3,0.0,0.06536011758941697,4,AAA,random_forest,train_2018-2021_test_2022
53,60,7,-2.04,1.58,-129.3,3.63,-1.89,signal,1.0,60,0.718978102189781,0.04198473282442746,13.98070623757787,1.5427187869938417,2.0,4.0,-0.031675480284327595,0.3,5,0.06730914720020469,0.03030066988627513,53,AAA,random_forest,train_2018-2021_test_2022
136,149,13,6.22,6.48,95.9,0.27,1.25,trailing_stop,1.0,149,0.6852791878172594,0.052901023890784916,15.862068965517238,1.4278220834104591,3.0,3.0,-0.009356149446193507,0.16666666666666666,5,0.023884821693778112,0.03772549975621647,136,AAA,random_forest,train_2018-2021_test_2022
151,152,1,-0.25,0.83,-30.1,1.08,-1.23,signal,1.0,152,0.5167785234899337,0.05975103734439824,-11.54051494015323,1.1065492672909991,1.0,2.0,0.008025651531913914,0.03333333333333333,4,0.04562572673157358,0.03355068168346171,151,AAA,random_forest,train_2018-2021_test_2022
153,154,1,-0.25,0.0,0.0,0.25,0.85,signal,1.0,154,0.44604316546762574,0.06416666666666664,-13.066841415465262,0.927502373551826,1.0,2.0,0.0049923446048973676,0.016666666666666666,3,0.04016781374061682,0.031904761904761846,153,AAA,random_forest,train_2018-2021_test_2022
236,238,2,-2.25,0.0,0.0,2.25,0.29,stop_loss,1.0,238,0.7763975155279501,0.04800000000000004,1.607789855072454,0.878887185365595,2.0,3.0,0.038919590701071885,0.11666666666666667,3,0.05342996797572895,0.04457142857142858,236,AAA,random_forest,train_2018-2021_test_2022
248,253,5,-3.63,2.98,-122.1,6.61,-1.8,signal,1.0,253,0.8255208333333337,0.03988095238095227,29.22297297297297,0.8409483253923627,1.0,2.0,-0.009598149191404028,0.05,3,1.3130300693909023,0.06258503401360546,248,AAS,random_forest,train_2018-2021_test_2022
276,293,17,4.76,9.34,51.0,4.58,13.24,signal,1.0,293,0.9513274336283188,0.013010053222944936,15.92383956737271,1.1762464054862922,2.0,3.0,-0.041555699546367265,0.5,3,0.4009942004971002,0.03810087015291037,276,AAS,random_forest,train_2018-2021_test_2022
294,295,1,-0.25,0.0,0.0,0.25,14.32,signal,1.0,295,0.6656346749226001,0.06064008983717024,-23.79525550257258,0.44553251658338017,1.0,2.0,0.004534713524907925,0.18333333333333332,3,0.12360259419082943,0.03384936231651561,294,AAS,random_forest,train_2018-2021_test_2022
297,302,5,-3.07,0.0,0.0,3.07,13.93,signal,1.0,302,0.7222222222222218,0.04711751662971183,-3.6443835862440324,0.3707855298140255,1.0,2.0,0.004884309018954199,0.016666666666666666,3,0.10480996533689363,0.03318023439974659,297,AAS,random_forest,train_2018-2021_test_2022
303,304,1,-0.25,0.0,0.0,0.25,18.86,signal,1.0,304,0.35746606334841574,0.08128219805380663,-33.325062034739474,0.5925182523207025,1.0,2.0,0.023490581273915342,0.016666666666666666,3,0.061386667962769266,0.026126420803009243,303,AAS,random_forest,train_2018-2021_test_2022
307,312,5,-5.95,2.88,-206.4,8.83,-2.8,signal,1.0,312,0.8359788359788357,0.031328954017180444,24.974176615019836,1.6851220682239925,2.0,2.0,-0.07563248529132474,0.2833333333333333,4,0.17813046946623967,0.03100411463220963,307,AAS,random_forest,train_2018-2021_test_2022
313,315,2,-3.93,0.0,0.0,3.93,-3.64,signal,1.0,315,0.5703971119133572,0.12026275896917649,-9.58122117185004,1.0378957909537636,0.0,2.0,-0.1045807487983182,0.6333333333333333,3,0.13312338963641565,0.05713563848985783,313,AAS,random_forest,train_2018-2021_test_2022
385,389,4,4.91,5.17,94.9,0.26,2.35,trailing_stop,1.0,389,0.9558823529411761,0.010204081632653145,22.670550893517074,1.6971176095693903,2.0,2.0,-0.1595397572907016,0.43333333333333335,3,0.014440246364059888,0.03875121477162292,385,AAS,random_forest,train_2018-2021_test_2022
390,393,3,-4.82,0.0,0.0,4.82,-1.43,signal,1.0,393,0.82934131736527,0.046683046683046556,-21.72762847901606,2.216264602339733,2.0,3.0,-0.08104718023140196,0.4,3,0.06520335700451911,0.03638703638703639,390,AAS,random_forest,train_2018-2021_test_2022
477,480,3,44.69,44.95,99.4,0.25,-0.98,signal,0.7,480,0.6230769230769231,0.2454090150250417,-12.208605106905722,0.8802483755306142,0.0,2.0,-0.163574053845508,0.8333333333333334,3,-0.0222962164985474,0.16241354638683517,477,AAS,random_forest,train_2018-2021_test_2022
546,547,1,-0.25,0.0,0.0,0.25,-0.32,signal,1.0,547,0.6666666666666675,0.03824701195219112,-19.838102838900888,0.9677846142902871,1.0,2.0,0.035001868631104924,0.16666666666666666,3,0.026500899721904274,0.03426294820717131,546,AAT,random_forest,train_2018-2021_test_2022
573,582,9,42.06,45.4,92.6,3.34,2.73,signal,0.7,582,0.8727272727272729,0.027131782945736406,36.89112043469292,1.9293404892825392,3.0,4.0,-0.043542048258626606,0.8833333333333333,4,0.06770402251282896,0.0416389811738649,573,AAT,random_forest,train_2018-2021_test_2022
590,591,1,-0.25,0.0,0.0,0.25,-1.39,signal,1.0,591,0.6755319148936165,0.04743390357698299,-11.368142762723075,1.0613366439064764,2.0,2.0,-0.02769550060575412,0.016666666666666666,3,0.047657841140529456,0.04054654521217506,590,AAT,random_forest,train_2018-2021_test_2022
607,624,17,58.39,65.36,89.3,6.97,-0.78,signal,0.7,624,0.8342696629213483,0.05795677799607071,22.76565182356444,1.1661888724985388,1.0,3.0,0.0819209421612265,0.75,4,-0.14412066385297048,0.05423800168397416,607,AAT,random_forest,train_2018-2021_test_2022
723,733,10,39.46,46.54,84.8,7.07,2.88,signal,0.7,733,0.7174825174825177,0.08462505236698784,36.688226471691,1.7880893160489735,2.0,3.0,0.08667315201415135,0.9166666666666666,5,0.7780790489102097,0.056346878927524116,723,AAV,random_forest,train_2018-2021_test_2022
842,850,8,4.33,8.86,48.9,4.53,-2.06,trailing_stop,1.0,850,0.7979274611398961,0.04162219850586986,-2.2782006920415228,1.2309065935315717,3.0,3.0,0.014289447600842664,0.016666666666666666,3,0.029489320559022363,0.041241042841896634,842,AAV,random_forest,train_2018-2021_test_2022
851,852,1,-0.25,0.0,0.0,0.25,0.0,signal,1.0,852,0.497716894977169,0.11578947368421048,1.5548281505728667,1.3909502108819076,1.0,1.0,-0.04645551679986893,0.31666666666666665,4,0.08648413733159493,0.04248120300751884,851,AAV,random_forest,train_2018-2021_test_2022
934,935,1,-0.25,0.0,0.0,0.25,-3.7,signal,1.0,935,0.7241379310344829,0.1481481481481481,-4.255319148936167,0.8387302083364635,0.0,2.0,0.023359805794880503,0.6666666666666666,3,0.10565110565110565,0.08994708994708996,934,AAV,random_forest,train_2018-2021_test_2022
936,937,1,-0.25,0.0,0.0,0.25,-2.0,signal,1.0,937,0.6551724137931035,0.1923076923076923,-4.08163265306122,0.7061193067719883,0.0,2.0,-0.20309890897446753,0.5666666666666667,3,0.07749689183588886,0.09340659340659341,936,AAV,random_forest,train_2018-2021_test_2022
12,24,12,10.15,13.58,74.7,3.43,17.76,trailing_stop,1.0,24,0.9565217391304347,0.005486968449931418,30.51724137931032,1.387194429733564,5.0,3.0,-0.046289240852295105,0.06666666666666667,3,0.05031585947024271,0.023530653160282796,12,AAA,random_forest,train_2019-2022_test_2023
30,46,16,-0.25,4.47,-5.6,4.72,3.6,signal,1.0,46,0.8128654970760232,0.03764705882352944,3.5978835978836017,0.9050575361808034,2.0,3.0,-0.05378890048010061,0.21666666666666667,3,0.12959231791486253,0.04058823529411764,30,AAA,random_forest,train_2019-2022_test_2023
47,50,3,-2.44,0.69,-351.9,3.14,8.62,signal,1.0,50,0.7184466019417483,0.033564814814814714,-8.525252525252498,1.0846156689901834,2.0,2.0,0.019709552256795333,0.03333333333333333,3,0.09540412044374014,0.03339947089947091,47,AAA,random_forest,train_2019-2022_test_2023
55,67,12,3.43,5.99,57.2,2.56,19.59,trailing_stop,1.0,67,0.6093750000000003,0.02880184331797235,10.010344553194834,0.6456580725185614,3.0,3.0,-0.000284777300253624,0.016666666666666666,4,0.06822880771881452,0.02682685977616856,55,AAA,random_forest,train_2019-2022_test_2023
71,92,21,15.49,19.56,79.2,4.07,8.39,signal,1.0,92,0.5284552845528456,0.06444444444444446,-16.620879120879216,0.7523503145873766,1.0,2.0,0.006151008967724501,0.15,3,0.04663332945691357,0.025634920634920635,71,AAA,random_forest,train_2019-2022_test_2023
96,108,12,3.79,5.94,63.9,2.15,2.6,trailing_stop,1.0,108,0.771428571428571,0.022620169651272407,0.19180574230799152,0.9292357506953436,1.0,2.0,-0.000402413885811464,0.13333333333333333,3,0.11543313708999148,0.03830618015349408,96,AAA,random_forest,train_2019-2022_test_2023
125,142,17,6.8,9.72,69.9,2.93,4.29,trailing_stop,1.0,142,0.7128712871287136,0.026605504587155885,34.16965352449223,1.3381880995702642,4.0,3.0,0.013418352959311899,0.18333333333333332,5,0.02836009585448226,0.02752293577981651,125,AAA,random_forest,train_2019-2022_test_2023
148,150,2,-2.3,0.0,0.0,2.3,2.13,signal,1.0,150,0.6546762589928056,0.04113110539845762,9.7457189481729,0.9443809123741904,2.0,3.0,0.017302750986414615,0.23333333333333334,4,0.05804275689495731,0.03617333822989351,148,AAA,random_forest,train_2019-2022_test_2023
218,223,5,-3.04,1.01,-301.9,4.05,8.04,signal,1.0,223,0.8544303797468352,0.025727069351230474,15.338394826029642,1.0400152617640077,0.0,2.0,-0.053240428009579635,0.5833333333333334,3,0.0071196827685650645,0.029242569511025867,218,AAA,random_forest,train_2019-2022_test_2023
230,238,8,-0.47,4.91,-9.6,5.38,19.78,signal,1.0,238,0.7560975609756108,0.02229654403567439,14.083333333333371,0.7917681446085189,2.0,3.0,0.013770717511056622,0.016666666666666666,3,0.03901218551637865,0.023809523809523798,230,AAA,random_forest,train_2019-2022_test_2023
247,250,3,13.04,16.6,78.6,3.56,8.43,signal,1.0,250,0.46511627906976816,0.05082872928176785,-10.264227642276275,0.7121972113149772,2.0,4.0,-0.002055213503873563,0.1,3,0.03732061803677061,0.019810576164167364,247,AAA,random_forest,train_2019-2022_test_2023
255,257,2,-2.03,0.0,0.0,2.03,8.43,signal,1.0,257,0.6650246305418721,0.11038961038961034,11.016034535923552,0.9844809334402317,1.0,1.0,-0.14257744189188704,0.25,3,-0.2712301540354447,0.0742115027829314,255,AAS,random_forest,train_2019-2022_test_2023
259,266,7,-2.11,1.71,-123.5,3.81,-1.74,signal,1.0,266,0.7454545454545457,0.08682170542635653,18.41475095785438,0.5885593366973547,0.0,2.0,-0.09351524420384494,0.38333333333333336,4,-0.22167249909496808,0.08372093023255814,259,AAS,random_forest,train_2019-2022_test_2023
309,315,6,4.43,9.17,48.4,4.73,10.64,trailing_stop,1.0,315,0.8854166666666673,0.018003273322422166,8.939606741573044,1.7740883094728417,4.0,3.0,-0.11907499256765179,0.31666666666666665,3,0.043695124867616536,0.03776011222819732,309,AAS,random_forest,train_2019-2022_test_2023
321,324,3,36.09,42.19,85.5,6.1,7.77,signal,0.7,324,0.6336206896551723,0.12426900584795329,2.972294938917969,1.1333634986523973,2.0,3.0,-0.018844087107644514,0.8,5,0.15606936416184972,0.05367585630743525,321,AAS,random_forest,train_2019-2022_test_2023
333,338,5,-2.65,0.0,0.0,2.65,37.68,signal,1.0,338,0.5782312925170069,0.08769448373408771,11.383319967923015,2.3561755615544118,3.0,2.0,-0.09177767654343866,0.2833333333333333,5,0.16416927383500754,0.056880177813699744,333,AAS,random_forest,train_2019-2022_test_2023
341,342,1,-0.25,0.0,0.0,0.25,38.89,signal,1.0,342,0.4352941176470589,0.13793103448275862,9.509826067314222,1.425995456507342,1.0,2.0,-0.0541427349515042,0.6,5,0.10606108762673613,0.0610632183908046,341,AAS,random_forest,train_2019-2022_test_2023
344,365,21,26.42,44.15,59.9,17.73,2.51,signal,1.0,365,0.5647058823529411,0.10306406685236773,8.946219997432934,1.1832708089488233,0.0,1.0,-0.03177209450580893,0.6,4,0.12482767264068183,0.054019100676482294,344,AAS,random_forest,train_2019-2022_test_2023
366,369,3,34.43,38.77,88.8,4.34,3.63,signal,0.7,369,0.8514285714285711,0.049010367577756966,1.0924180686448324,1.390969007837042,1.0,2.0,-0.15974139658328257,0.7333333333333333,4,0.3814384667465236,0.054261478389659334,366,AAS,random_forest,train_2019-2022_test_2023
381,382,1,-0.25,0.0,0.0,0.25,4.37,signal,1.0,382,0.4059829059829057,0.14140386571719232,-16.884863455468647,1.2563534020046727,3.0,3.0,-0.028713123453447766,0.15,4,0.13536613536613545,0.05820374945502103,381,AAS,random_forest,train_2019-2022_test_2023
395,398,3,-6.18,0.0,0.0,6.18,13.22,signal,1.0,398,0.5199999999999996,0.0935672514619884,25.363184079601986,1.1539262504161258,2.0,2.0,0.00498192543392291,0.2,5,0.09591967528305914,0.031676413255360594,395,AAS,random_forest,train_2019-2022_test_2023
399,401,2,-2.84,0.0,0.0,2.84,18.03,signal,1.0,401,0.639344262295082,0.04399999999999995,13.114754098360663,1.3938342219165183,2.0,2.0,0.003329565780735441,0.2833333333333333,5,0.04973651613445033,0.03557142857142854,399,AAS,random_forest,train_2019-2022_test_2023
413,422,9,7.46,12.88,57.9,5.42,0.0,trailing_stop,1.0,422,0.7770700636942678,0.034687809712586684,6.212491099582955,1.5462059843741653,3.0,3.0,-0.10459277092539154,0.36666666666666664,4,0.04220463982481852,0.045023361177969706,413,AAS,random_forest,train_2019-2022_test_2023
466,471,5,41.49,45.3,91.6,3.8,8.33,signal,0.7,471,0.7368421052631581,0.08333333333333325,19.186966957765186,1.0810384400967938,0.0,2.0,-0.06534240292701968,0.7666666666666667,4,-0.029574861367837164,0.05731292517006802,466,AAS,random_forest,train_2019-2022_test_2023
478,483,5,-3.61,2.25,-160.8,5.86,4.26,signal,1.0,483,0.8620689655172418,0.02247191011235947,3.555355535553552,1.0151635986129535,3.0,3.0,-0.0010700367559252077,0.016666666666666666,3,0.08565712752201826,0.03932584269662921,478,AAS,random_forest,train_2019-2022_test_2023
484,485,1,-0.25,0.0,0.0,0.25,6.71,signal,1.0,485,0.5454545454545453,0.05813953488372093,0.6211180124223645,0.921088194250628,1.0,1.0,-0.023989559509427272,0.041666666666666664,3,0.04757960386873596,0.034053156146179396,484,AAS,random_forest,train_2019-2022_test_2023
496,499,3,2.65,2.91,91.2,0.26,13.16,signal,1.0,499,0.333333333333334,0.0705882352941176,11.764705882352942,0.6931174755510282,2.0,0.0,0.00046812918373520356,0.025,3,0.031228010579186245,0.026890756302520972,496,AAS,random_forest,train_2019-2022_test_2023
513,517,4,-3.24,0.0,0.0,3.24,0.21,signal,1.0,517,0.7640449438202247,0.041916167664670656,17.142857142857125,1.9028991035724485,3.0,2.0,0.21934807162266323,0.18333333333333332,4,-0.30820215410107715,0.04106073567151413,513,AAT,random_forest,train_2019-2022_test_2023
581,588,7,40.17,44.6,90.1,4.43,41.72,signal,0.7,588,0.5961538461538449,0.04402515723270459,28.31600831600823,2.004115034969765,1.0,2.0,0.016614007304555797,0.7166666666666667,5,0.042167358531789295,0.020065887990416306,581,AAT,random_forest,train_2019-2022_test_2023
593,614,21,62.76,70.66,88.8,7.9,1.94,signal,0.7,614,1.0,0.0,14.06950114507611,1.2283379118081599,4.0,4.0,-0.03808658332400598,1.0,3,0.1122192351053681,0.030492898913951565,593,AAT,random_forest,train_2019-2022_test_2023
629,631,2,-1.57,0.0,0.0,1.57,7.86,signal,1.0,631,0.5294117647058822,0.0661157024793389,13.689117199391177,0.8676145116844229,1.0,3.0,-0.08899671652594832,0.4166666666666667,4,0.07804704205274407,0.03293978748524207,629,AAT,random_forest,train_2019-2022_test_2023
632,639,7,4.87,5.96,81.7,1.09,5.56,trailing_stop,1.0,639,0.6111111111111112,0.04635761589403978,23.930481283422466,0.8878479831526523,1.0,2.0,0.17005257007617378,0.23333333333333334,4,0.06296856851219616,0.02921002838221384,632,AAT,random_forest,train_2019-2022_test_2023
641,642,1,-0.25,0.82,-30.6,1.07,4.71,signal,1.0,642,0.5543478260869573,0.06710310965630102,-13.700314836678402,1.2211249824493637,1.0,1.0,0.0665778663590002,0.31666666666666665,3,0.02647671527451119,0.030979658639233108,641,AAT,random_forest,train_2019-2022_test_2023
645,648,3,-3.81,0.0,0.0,3.81,1.77,signal,1.0,648,0.8133333333333338,0.0217054263565891,3.3019891500904066,1.2576738675262789,3.0,3.0,0.6927375130725055,0.05,4,0.06777472436512941,0.031118493909191577,645,AAT,random_forest,train_2019-2022_test_2023
650,651,1,-0.25,0.0,0.0,0.25,0.17,signal,1.0,651,0.5,0.05948553054662381,-10.959435626102277,0.9376679094231526,1.0,2.0,0.4535794374038717,0.016666666666666666,3,0.020173855994751556,0.031005971520440975,650,AAT,random_forest,train_2019-2022_test_2023
674,676,2,-3.91,0.0,0.0,3.91,-1.86,stop_loss,1.0,676,0.777777777777778,0.029999999999999954,1.190476190476204,0.7261725791632824,1.0,4.0,1.2980618861112707,0.3,3,0.008403361344537785,0.03095238095238094,674,AAT,random_forest,train_2019-2022_test_2023
724,730,6,-0.25,1.2,-20.8,1.45,9.4,signal,1.0,730,0.7272727272727287,0.024096385542168516,-3.913783323879514,0.9302455706976082,2.0,3.0,0.4334223371186838,0.03333333333333333,3,-0.0020040080160320215,0.020080321285140538,724,AAT,random_forest,train_2019-2022_test_2023
731,734,3,-0.45,1.8,-25.0,2.25,11.4,signal,1.0,734,0.6785714285714284,0.017964071856287397,-5.537098560354437,1.2806319416797363,3.0,2.0,0.7471797096914916,0.016666666666666666,3,0.012612175600291098,0.018819503849443937,731,AAT,random_forest,train_2019-2022_test_2023
762,766,4,-5.9,0.0,0.0,5.9,0.0,stop_loss,1.0,766,1.0,0.0,3.8888888888888786,2.1694183351081295,5.0,3.0,0.7016102175425928,0.11666666666666667,3,0.0962190783486391,0.06199460916442049,762,AAV,random_forest,train_2019-2022_test_2023
805,812,7,40.47,42.94,94.2,2.47,6.98,signal,0.7,812,0.7272727272727273,0.06666666666666662,11.818181818181856,2.10861773313169,1.0,1.0,0.9526400076135932,0.7833333333333333,4,0.060820367751060825,0.0507936507936508,805,AAV,random_forest,train_2019-2022_test_2023
824,831,7,-2.42,0.0,0.0,2.42,48.14,signal,1.0,831,0.8333333333333326,0.021739130434782726,22.49999999999997,1.4114891270371948,3.0,2.0,0.16071712826813286,0.21666666666666667,4,0.11488124091129405,0.04037267080745346,824,AAV,random_forest,train_2019-2022_test_2023
835,840,5,17.32,23.91,72.4,6.59,27.78,trailing_stop,1.0,840,0.6249999999999994,0.06521739130434799,3.3333333333333286,0.9048368743700181,0.0,1.0,0.08057565545970337,0.4166666666666667,3,0.08901515151515138,0.049689440993788796,835,AAV,random_forest,train_2019-2022_test_2023
844,849,5,41.27,52.45,78.7,11.18,1.61,signal,0.7,849,0.7307692307692306,0.11111111111111115,5.645161290322562,1.5769718168609808,2.0,1.0,0.10277774304765835,1.0,4,0.3821851689337429,0.06349206349206349,844,AAV,random_forest,train_2019-2022_test_2023
855,856,1,-0.25,0.0,0.0,0.25,5.0,signal,1.0,856,0.411764705882353,0.16666666666666666,0.1843317972350249,0.776524745785685,0.0,2.0,-0.1657992767857684,0.5,4,0.18389897395422244,0.08690476190476194,855,AAV,random_forest,train_2019-2022_test_2023
867,872,5,1.41,5.0,28.3,3.59,22.03,trailing_stop,1.0,872,0.5,0.1166666666666667,7.95454545454546,0.9548739416551317,0.0,2.0,0.015623943396932884,0.36666666666666664,4,0.11028867505551446,0.05476190476190477,867,AAV,random_forest,train_2019-2022_test_2023
876,881,5,17.74,18.03,98.4,0.3,7.69,trailing_stop,1.0,881,0.6666666666666664,0.06557377049180334,10.160427807486656,1.2192406199212438,1.0,2.0,0.1449953785853111,0.35,5,0.06755337766888347,0.0503512880562061,876,AAV,random_forest,train_2019-2022_test_2023
882,884,2,-3.23,0.0,0.0,3.23,4.48,signal,1.0,884,0.6000000000000001,0.11940298507462684,-6.085192697768775,1.9240537885101907,2.0,2.0,0.3864187007496569,0.6166666666666667,4,0.1234071093226024,0.058635394456289985,882,AAV,random_forest,train_2019-2022_test_2023
885,893,8,-0.25,2.94,-8.5,3.19,-3.03,signal,1.0,893,0.6111111111111109,0.10294117647058826,-12.622720897615714,1.0978521286729572,1.0,3.0,0.3126413670527772,0.4666666666666667,3,0.11658456486042693,0.055672268907563015,885,AAV,random_forest,train_2019-2022_test_2023
1,10,9,-2.52,1.19,-211.4,3.71,14.8,signal,1.0,10,0.6860465116279073,0.029220779220779175,24.19091206276552,0.9109788927625607,1.0,2.0,-0.040808275760870635,0.13333333333333333,4,0.0,0.0,1,AAA,random_forest,train_2020-2023_test_2024
15,44,29,13.15,17.55,74.9,4.4,7.64,signal,1.0,44,0.5357142857142865,0.02816901408450702,-9.040016587186344,0.7546500267720023,2.0,3.0,0.007991259384817328,0.016666666666666666,3,0.004625850340136101,0.01609657947686117,15,AAA,random_forest,train_2020-2023_test_2024
53,55,2,-1.68,0.86,-195.3,2.54,2.75,signal,1.0,55,0.5250000000000009,0.05444126074498553,9.854694485842032,1.0081839748709145,1.0,4.0,-0.0012009072075855071,0.55,4,0.038958461507928616,0.0301541820166462,53,AAA,random_forest,train_2020-2023_test_2024
56,65,9,-0.25,2.75,-9.1,3.0,0.0,signal,1.0,65,0.6000000000000009,0.045454545454545324,12.1073672187321,1.001745425635713,0.0,2.0,-0.013440801472487763,0.5,4,0.040578624780749244,0.0304383116883117,56,AAA,random_forest,train_2020-2023_test_2024
86,95,9,41.79,46.95,89.0,5.17,9.29,signal,0.7,95,0.8497409326424875,0.027204502814258832,34.400999517278635,1.1515983406610069,1.0,3.0,-0.11095862663530232,0.7833333333333333,4,0.03854097657924476,0.029616724738675958,86,AAA,random_forest,train_2020-2023_test_2024
98,106,8,-4.35,0.0,0.0,4.35,4.44,signal,1.0,106,0.8771186440677963,0.024850042844901537,-11.442576121534799,1.8040000339181541,3.0,4.0,-0.055553881289098994,0.5666666666666667,3,0.12421247326744125,0.03929489533602644,98,AAA,random_forest,train_2020-2023_test_2024
