entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_efficiency,future_upside_pct,exit_reason,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_date,entry_symbol,position_size,model
59,71,12,5.5,8.19,67.2,2.75,trailing_stop,71,0.7073170731707313,0.05128205128205133,-26.175913790592688,0.7977751028620892,1.0,2.0,0.06180107559591115,0.016666666666666666,3,59,AAA,1.0,random_forest
109,119,10,37.97,48.13,78.9,0.0,signal,119,0.8639455782312921,0.0362756952841597,12.346576227390187,2.2197604326416798,3.0,4.0,0.08813157438192215,1.0,4,109,AAA,0.7,random_forest
146,152,6,5.47,5.74,95.4,8.33,trailing_stop,152,0.8532818532818537,0.025956284153005396,19.386587319752778,1.4079773482703435,1.0,2.0,0.04308914154107492,0.45,4,146,AAA,1.0,random_forest
159,162,3,5.91,6.18,95.7,3.78,trailing_stop,162,0.7035175879396985,0.0391766268260292,2.006719497498459,0.9336784370261673,1.0,2.0,0.011997652418807646,0.11666666666666667,4,159,AAA,1.0,random_forest
163,169,6,0.99,2.49,39.8,3.78,zombie_exit,169,0.5616438356164383,0.06286836935166999,-0.7874642061724444,1.1508393296143877,1.0,2.0,0.008843876135137999,0.11666666666666667,4,163,AAA,1.0,random_forest
171,177,6,-4.29,2.44,-175.6,5.09,signal,177,0.6940639269406395,0.04305912596401028,-3.12849682954122,0.7719965525272319,1.0,2.0,0.007776805835442664,0.2833333333333333,3,171,AAA,1.0,random_forest
188,193,5,-1.15,1.86,-61.6,15.04,signal,193,0.4972677595628416,0.05897435897435897,-7.695086705202328,0.9559887642024874,1.0,2.0,0.02426461093639879,0.16666666666666666,3,188,AAA,1.0,random_forest
202,217,15,95.05,106.56,89.2,14.78,signal,217,0.8164251207729458,0.022605591909577786,18.290378006872785,1.664666735448034,2.0,3.0,-0.019433900033424142,0.5333333333333333,4,202,AAA,0.5,random_forest
234,259,25,71.26,97.39,73.2,-12.93,signal,259,0.6417445482866038,0.06616800920598402,5.35359457962803,1.503437934818543,1.0,2.0,-0.013206348880563504,0.9166666666666666,5,234,AAA,0.7,random_forest
296,298,2,-2.48,0.0,0.0,28.63,signal,298,0.6296296296296293,0.08130081300813015,-13.359386307714608,1.1892337015681669,1.0,1.0,-0.09603646680437486,0.016666666666666666,3,296,AAS,1.0,random_forest
307,313,6,-3.1,2.86,-108.5,1.08,zombie_exit,313,0.8502673796791448,0.04713804713804703,3.468104222821225,1.3138178154058955,3.0,3.0,0.5616280116544415,0.38333333333333336,4,307,AAS,1.0,random_forest
343,347,4,36.46,52.32,69.7,62.79,trailing_stop,347,0.8292682926829267,0.07854137447405336,24.052516994712718,2.067429895535724,2.0,2.0,1.2324181360870166,1.0,4,343,AAS,0.7,random_forest
353,369,16,56.62,75.56,74.9,-7.62,signal,369,0.739130434782609,0.13259668508287278,1.7509708547444518,1.1050251031545002,0.0,2.0,0.2045333667981092,0.85,5,353,AAS,0.7,random_forest
398,400,2,5.01,5.27,95.0,26.95,trailing_stop,400,0.7669172932330823,0.07259953161592518,-4.924242424242436,1.2474794911502218,4.0,3.0,-0.07559143623576696,0.25,3,398,AAS,1.0,random_forest
401,427,26,20.88,25.27,82.6,23.79,trailing_stop,427,0.5949367088607598,0.115523465703971,-20.751146177630886,1.276835120512354,3.0,1.0,0.0032573882873248583,0.13333333333333333,3,401,AAS,1.0,random_forest
437,443,6,-1.73,0.0,0.0,51.72,zombie_exit,443,0.7411347517730495,0.06358885017421606,22.09869748669972,1.411007120365957,3.0,3.0,-0.10121641024725452,0.25,5,437,AAS,1.0,random_forest
444,473,29,85.63,92.31,92.8,1.96,signal,473,0.7801418439716309,0.0534943917169975,13.728503618395422,0.8659637454018654,0.0,2.0,-0.04466842660139761,0.7333333333333333,3,444,AAS,0.7,random_forest
515,520,5,98.61,101.66,97.0,19.17,signal,520,0.8571428571428568,0.020547945205479503,7.639700471800211,1.3801398716359228,3.0,3.0,5.550760777310682,0.65,4,515,AAT,0.5,random_forest
523,541,18,8.22,11.67,70.5,9.51,signal,541,0.8437500000000002,0.029182879377431862,11.07002801120447,1.0909090909090908,2.0,3.0,0.4828639843685203,0.65,3,523,AAT,1.0,random_forest
554,557,3,-5.58,0.0,0.0,13.78,stop_loss,557,0.694533762057878,0.052895322939866325,19.31533160094896,1.3130227880393455,3.0,3.0,0.8422415206085264,0.18333333333333332,5,554,AAT,1.0,random_forest
565,570,5,-3.69,0.0,0.0,8.57,signal,570,0.5627240143369179,0.06896551724137924,-3.2085561497325585,0.9273700569849767,1.0,2.0,0.09072715969456269,0.18333333333333332,3,565,AAT,1.0,random_forest
573,579,6,-0.95,1.68,-56.7,-1.43,zombie_exit,579,0.8279569892473116,0.026044492674986458,28.337628865979326,1.0656830102015935,2.0,4.0,-0.04223751995708697,0.5166666666666667,3,573,AAT,1.0,random_forest
640,674,34,23.31,28.97,80.4,-1.88,signal,674,0.668555240793201,0.10626702997275204,27.59756749532211,0.9369166139063861,1.0,2.0,0.0297101230967578,0.55,4,640,AAV,1.0,random_forest
704,711,7,12.22,12.5,97.7,0.59,trailing_stop,711,0.791044776119403,0.031249999999999997,24.870281674079145,1.2221083273589073,3.0,3.0,-0.05952024188137576,0.38333333333333336,4,704,AAV,1.0,random_forest
757,795,38,94.35,109.95,85.8,3.81,signal,795,0.8659217877094971,0.035476718403547707,29.246605951335255,1.281865329969881,3.0,4.0,-0.011280640667885394,0.8,4,757,AAV,0.7,random_forest
818,821,3,-1.94,0.0,0.0,0.0,stop_loss,821,0.6507115135834408,0.09313556398758203,5.820774829081813,1.3050023564443396,2.0,2.0,-0.04450726858533255,0.16666666666666666,5,818,AAV,1.0,random_forest
4,9,5,28.85,37.04,77.9,5.85,signal,9,0.659504132231405,0.10093091621754036,-1.030948950958205,0.9143427761611047,1.0,3.0,0.032091820463936396,0.8333333333333334,3,4,AAA,0.7,random_forest
54,61,7,-1.84,2.08,-88.1,-4.6,signal,61,0.6861313868613139,0.04712328767123285,20.337874239975385,1.6160215998756293,2.0,3.0,-0.07179383007436455,0.36666666666666664,5,54,AAA,1.0,random_forest
137,152,15,3.44,7.4,46.5,-1.23,signal,152,0.6345177664974617,0.061962134251290935,22.019149386373265,1.387441943808277,2.0,2.0,0.018088672151157184,0.18333333333333332,5,137,AAA,1.0,random_forest
237,240,3,-7.17,0.0,0.0,-0.58,signal,240,0.6832298136645959,0.06938775510204091,-5.932884557419889,0.8740247336617416,2.0,3.0,0.0525345709454728,0.08333333333333333,3,237,AAA,1.0,random_forest
251,254,3,-3.31,0.0,0.0,0.7,signal,254,0.6896551724137927,0.08117859290438975,-0.25227731413298926,1.2312722486796293,2.0,2.0,0.03524259148281355,0.016666666666666666,4,251,AAS,1.0,random_forest
277,295,18,7.93,12.33,64.3,14.32,signal,295,0.8419811320754721,0.04070473876063172,3.7035475347163924,1.334178855523997,2.0,3.0,-0.02727218866781717,0.43333333333333335,4,277,AAS,1.0,random_forest
298,304,6,-3.4,0.0,0.0,18.86,signal,304,0.7222222222222218,0.04711751662971183,-6.149477510222624,0.36545064469211314,1.0,2.0,0.0037456638892515424,0.016666666666666666,3,298,AAS,1.0,random_forest
308,313,5,3.2,3.46,92.5,-3.69,trailing_stop,313,0.8068783068783069,0.03709349593495937,39.98575498575501,1.8836378517301027,1.0,2.0,-0.07291516399488313,0.36666666666666664,4,308,AAS,1.0,random_forest
389,394,5,-0.67,2.35,-28.5,-1.96,signal,394,0.765193370165746,0.07124895222129084,-26.508768645072706,2.2471973939980296,2.0,3.0,-0.05845352816189967,0.4666666666666667,3,389,AAS,1.0,random_forest
546,549,3,-2.32,0.0,0.0,0.34,signal,549,0.6666666666666675,0.03824701195219112,-19.838102838900888,0.9677846142902871,1.0,2.0,0.035001868631104924,0.16666666666666666,3,546,AAT,1.0,random_forest
574,583,9,46.19,49.62,93.1,2.73,signal,583,0.6836363636363639,0.07027463651050074,10.094254140549857,1.9502381891555662,3.0,3.0,-0.048103170015424065,0.9,5,574,AAT,0.7,random_forest
590,592,2,-5.37,0.0,0.0,3.35,stop_loss,592,0.6755319148936165,0.04743390357698299,-11.368142762723075,1.0613366439064764,2.0,2.0,-0.02769550060575412,0.016666666666666666,3,590,AAT,1.0,random_forest
608,625,17,55.48,65.36,84.9,3.73,signal,625,0.8342696629213483,0.05795677799607071,24.24013182533143,1.1766051011433598,0.0,2.0,0.05942757762446563,0.75,4,608,AAT,0.7,random_forest
724,734,10,42.35,48.67,87.0,2.04,signal,734,0.6489510489510488,0.10735671514114635,19.945182374024846,1.656399161054562,1.0,2.0,0.08998958619319966,0.9333333333333333,5,724,AAV,0.7,random_forest
848,853,5,-3.3,0.0,0.0,-1.05,signal,853,0.6347031963470323,0.08163265306122437,12.02088111998733,1.4679792029155287,2.0,2.0,0.05302125981116079,0.16666666666666666,5,848,AAV,1.0,random_forest
16,24,8,1.39,4.55,30.5,17.76,trailing_stop,24,0.7305699481865287,0.06565656565656561,6.76948991946098,2.3979224092646416,3.0,4.0,-0.09739483918931804,0.6,5,16,AAA,1.0,random_forest
31,38,7,4.94,5.81,85.1,6.83,trailing_stop,38,0.6606060606060604,0.06779661016949158,-4.982698961937729,0.9683408512742139,1.0,2.0,-0.035807612404048145,0.15,3,31,AAA,1.0,random_forest
39,45,6,4.12,4.38,94.0,8.24,trailing_stop,45,0.7164179104477606,0.04497041420118353,8.275058275058264,0.7287923202046986,2.0,3.0,-0.0140459929323231,0.2833333333333333,4,39,AAA,1.0,random_forest
48,51,3,-2.89,0.0,0.0,8.24,signal,51,0.776699029126213,0.026436781609195454,0.023767082590573807,0.914360111955006,1.0,2.0,-0.01708542842352018,0.016666666666666666,3,48,AAA,1.0,random_forest
56,67,11,3.43,5.99,57.2,19.59,trailing_stop,67,0.6093750000000003,0.02880184331797235,5.692845858722599,0.7156006075233645,3.0,3.0,0.03146578927009511,0.016666666666666666,4,56,AAA,1.0,random_forest
72,93,21,14.05,18.63,75.4,8.91,signal,93,0.5188679245283023,0.0562293274531422,-1.9583485568140233,0.7228421206419998,2.0,3.0,0.01074684382474449,0.06666666666666667,3,72,AAA,1.0,random_forest
97,108,11,4.28,6.44,66.5,2.6,trailing_stop,108,0.7238095238095243,0.02746212121212113,-3.2668493808390053,0.9826964117149386,2.0,3.0,-0.013668958375415709,0.1,3,97,AAA,1.0,random_forest
127,133,6,2.86,4.4,65.0,9.22,trailing_stop,133,0.6545454545454553,0.03486238532110082,21.315049226441637,1.7267137889875948,3.0,3.0,0.006277933848416295,0.15,5,127,AAA,1.0,random_forest
138,144,6,39.47,43.78,90.2,3.46,signal,144,0.7968749999999997,0.0331632653061225,-0.1942108044040296,1.2889490989434085,3.0,4.0,-0.012559475767500494,0.75,3,138,AAA,0.7,random_forest
149,154,5,-1.12,0.79,-142.6,-5.5,signal,154,0.44615384615384596,0.06299212598425202,3.9775065148813837,0.9988602716883597,2.0,3.0,0.03403934964343677,0.21666666666666667,4,149,AAA,1.0,random_forest
222,227,5,0.21,0.46,100.0,8.04,signal,227,0.6962025316455693,0.05523590333716921,-10.25676677790139,1.0413772277542073,0.0,2.0,0.031664774640749835,0.6,3,222,AAA,1.0,random_forest
233,239,6,-2.74,0.98,-280.5,24.21,signal,239,0.7327586206896548,0.0336956521739131,10.016420361247825,1.3484969618691462,3.0,3.0,-0.047790920795307126,0.13333333333333333,5,233,AAA,1.0,random_forest
248,253,5,16.06,17.5,91.7,11.56,signal,253,0.48837209302325607,0.048511576626240296,-9.482758620689545,0.7483752542889425,2.0,4.0,-0.0022131787633778675,0.1,3,248,AAA,1.0,random_forest
