entry_day,exit_day,holding_days,pnl_pct,max_profit_pct,exit_reason,exit_date,entry_wp,entry_dp,entry_rs,entry_vs,entry_bs,entry_hl,entry_od,entry_bb,entry_score,entry_date,entry_symbol,position_size,entry_trend,quick_reentry,breakout_entry,vshape_entry,entry_ret_5d,entry_drop20d,entry_dist_sma20,entry_profile,entry_choppy_regime,symbol
211,243,32,8.41,110.8,signal,2020-12-29,0.8814432989690719,0.01573187414500687,22.560029618137584,0.9714520851250994,1.0,2.0,-0.0716334467559685,0.36666666666666664,2,2020-11-13,CTG,0.5,strong,False,False,False,5.64,-0.61,3.89,balanced,False,CTG
26,42,16,-3.03,169.71,signal,2020-03-10,0.8076923076923083,0.02331002331002323,17.40808823529415,1.542677129984065,3.0,3.0,-0.004332430779412866,0.7,4,2020-02-17,DCM,0.375,moderate,False,False,False,5.15,0.0,3.22,balanced,False,DCM
48,57,9,-8.58,152.68,signal,2020-03-31,0.5681818181818182,0.09313725490196076,7.323688969258598,1.6059886273662995,3.0,3.0,0.029550196511929923,0.9,5,2020-03-18,DCM,0.4,weak,False,False,True,-1.21,-7.48,-2.22,balanced,False,DCM
65,99,34,33.03,253.65,peak_protect_dist,2020-06-02,0.6960784313725494,0.07110091743119257,9.414746327498008,1.9443928246652287,1.0,1.0,0.06756322307969756,0.9833333333333333,4,2020-04-13,DCM,0.31875,moderate,False,False,False,5.83,-3.11,7.15,balanced,False,DCM
104,122,18,-0.49,15.43,signal,2020-07-03,0.6712328767123295,0.039279869067103,11.11405835543767,0.9195897738322618,2.0,3.0,0.10908070715470004,0.03333333333333333,4,2020-06-09,DCM,0.95,strong,False,False,False,5.34,-2.24,2.38,balanced,False,DCM
159,222,63,40.75,212.69,signal,2020-11-23,0.873873873873874,0.02194357366771155,0.6277160791887724,1.4531452112719332,1.0,2.0,0.04023468443104014,0.65,4,2020-08-25,DCM,0.375,moderate,False,False,False,5.28,-0.93,7.43,balanced,False,DCM
233,250,17,9.87,,end,2020-12-31,0.8900000000000006,0.01167728237791926,14.387177272291012,1.1047933583774432,3.0,4.0,0.04326473544149023,0.03333333333333333,3,2020-12-08,DCM,0.9,strong,False,False,False,4.9,0.0,3.42,balanced,False,DCM
13,21,8,-2.01,120.72,signal,2020-02-07,0.5999999999999998,0.05172413793103453,9.142346634901713,0.5319132689584957,1.0,2.0,0.054902273299138715,0.4666666666666667,4,2020-01-21,DGC,0.46,moderate,False,False,False,0.87,0.0,2.07,momentum,False,DGC
27,36,9,-2.71,13.72,signal,2020-03-02,0.6774193548387094,0.028530670470756088,1.6237402015677418,1.0770151658396594,1.0,2.0,-0.04058944888356245,0.13333333333333333,4,2020-02-18,DGC,0.874,strong,False,False,False,2.79,-2.37,1.75,momentum,False,DGC
74,115,41,43.73,208.2,signal,2020-06-29,0.9450980392156864,0.018494055482166403,16.98045302202128,2.094454388132683,3.0,2.0,0.4046680494796724,1.0,3,2020-04-24,DGC,0.36800000000000005,strong,False,False,False,10.67,0.0,18.75,momentum,False,DGC
119,130,11,-7.78,20.8,fast_exit_loss,2020-07-28,0.826530612244898,0.02972027972027971,24.634068392457664,1.0204935417902015,3.0,3.0,1.6597511360494646,0.016666666666666666,3,2020-07-03,DGC,0.8280000000000001,strong,False,False,False,2.97,-1.97,4.21,momentum,False,DGC
152,188,36,7.43,182.9,signal,2020-10-19,0.8449999999999998,0.04851330203442888,4.214505301461756,2.5701299817257954,3.0,3.0,1.395820197900745,0.7666666666666667,4,2020-08-27,DGC,0.36800000000000005,strong,False,False,False,16.5,-1.01,16.29,momentum,False,DGC
201,235,34,17.31,29.06,peak_protect_dist,2020-12-28,0.5840000000000003,0.03765387400434465,26.68143164580762,0.6838977314147848,2.0,4.0,-0.0013284763914236664,0.18333333333333332,4,2020-11-05,DGC,0.874,strong,False,False,False,4.46,-2.68,1.54,momentum,False,DGC
236,238,2,-0.58,,end,2020-12-31,1.0,0.0,15.328644191122848,1.4239072848812693,4.0,3.0,0.08275833384926345,0.21666666666666667,3,2020-12-29,DGC,0.8280000000000001,strong,False,True,False,7.17,0.0,7.04,momentum,False,DGC
23,36,13,6.28,150.85,peak_protect_dist,2020-03-09,0.2954545454545458,0.14241960183767224,7.402234636871498,1.1645026282580868,1.0,2.0,0.1000822198985616,0.9333333333333333,5,2020-02-11,DIG,0.4,weak,False,False,True,4.48,-9.81,-4.32,balanced,False,DIG
58,99,41,10.7,210.73,peak_protect_dist,2020-06-11,0.5066666666666665,0.11993517017828205,13.890268123138057,1.0827727625990615,2.0,2.0,-0.016571271355788172,0.2833333333333333,4,2020-04-09,DIG,0.34,weak,False,False,True,4.75,-4.64,1.07,balanced,False,DIG
100,128,28,3.69,22.48,signal,2020-07-22,0.2941176470588232,0.10635155096011827,-18.496815286624262,1.4272564472086566,1.0,1.0,-0.00329041034145211,0.35,3,2020-06-12,DIG,0.9,strong,False,False,False,-2.45,-7.26,0.12,balanced,False,DIG
153,241,88,109.77,,end,2020-12-31,0.9058823529411764,0.011004126547455306,12.393483709273212,1.4284839188504195,3.0,2.0,-0.016855775248294683,0.16666666666666666,3,2020-08-26,DIG,0.9,strong,False,False,False,2.68,0.0,4.88,balanced,False,DIG
40,45,5,-11.45,165.75,signal_hard_cap,2020-03-12,0.6851851851851853,0.03971962616822428,5.138199858256613,1.7698764773986124,2.0,4.0,0.3370818228173128,0.5666666666666667,5,2020-03-05,DPM,0.375,moderate,False,False,False,4.39,-1.15,4.28,balanced,False,DPM
65,83,18,4.08,228.31,signal,2020-05-08,0.8828125000000004,0.032188841201716625,9.557109557109548,1.8733805514429958,1.0,1.0,1.3398701994865736,1.0,3,2020-04-10,DPM,0.31875,strong,False,False,False,10.69,0.0,14.02,balanced,False,DPM
85,107,22,-5.2,198.29,fast_exit_loss,2020-06-11,0.7228915662650608,0.044315992292870816,3.645833333333343,0.9059002870267693,0.0,2.0,-1.3815037205839475,0.3,4,2020-05-12,DPM,0.34,strong,False,False,False,10.19,-2.81,5.14,balanced,False,DPM
114,123,9,-6.67,166.55,signal,2020-07-03,0.8611111111111116,0.01851851851851845,27.42424242424245,0.9377181637854289,4.0,3.0,2.276783191959024,0.1,2,2020-06-22,DPM,0.375,strong,False,False,False,11.8,0.0,5.26,balanced,False,DPM
135,144,9,-3.5,50.36,signal,2020-08-03,0.5000000000000008,0.05825242718446598,7.739897327892599,0.8654244335557286,1.0,0.0,0.9871314884334133,0.016666666666666666,3,2020-07-21,DPM,0.675,strong,False,False,False,-1.72,-3.92,0.47,balanced,False,DPM
158,194,36,11.07,165.59,signal,2020-10-13,1.0,0.0,10.606060606060595,1.415468081008332,4.0,3.0,7.029037431748887,1.0,3,2020-08-21,DPM,0.4,strong,False,False,False,9.85,0.0,11.82,balanced,False,DPM
211,230,19,0.63,154.35,signal,2020-12-02,0.6666666666666675,0.03797468354430369,26.744509313316627,1.0474415278862708,2.0,3.0,0.027253049699148227,0.23333333333333334,4,2020-11-05,DPM,0.4,strong,False,False,False,7.48,-1.71,1.21,balanced,False,DPM
234,251,17,3.58,,end,2020-12-31,0.9615384615384607,0.0029806259314456725,20.796156485929977,1.26102523033834,5.0,4.0,0.38984015527689064,0.13333333333333333,3,2020-12-08,DPM,0.9,strong,False,True,False,5.84,0.0,4.22,balanced,False,DPM
62,71,9,-1.99,271.91,signal,2020-04-20,0.502564102564103,0.09632571996027794,11.977047470005274,1.8604725980021555,3.0,3.0,0.03322679809412848,0.8333333333333334,5,2020-04-07,EIB,0.26775,weak,False,False,True,-1.27,-8.54,-2.4,balanced,False,EIB
92,116,24,5.38,155.84,signal,2020-06-30,0.8177570093457949,0.035551504102096516,20.65482796892337,1.3288043910587861,3.0,4.0,-0.08467477040865448,0.9833333333333333,4,2020-05-22,EIB,0.4,strong,False,False,False,10.03,0.0,9.48,balanced,False,EIB
176,184,8,-0.27,7.33,trailing_stop,2020-10-08,0.6176470588235295,0.023276633840644566,9.619296716070906,0.8406383699357485,3.0,3.0,0.00839326674700489,0.05,4,2020-09-28,EIB,0.95,strong,False,False,False,1.18,-0.27,1.08,balanced,False,EIB
186,223,37,0.0,50.54,signal,2020-12-02,0.4400000000000001,0.037600716204118166,-18.22916666666653,1.293065285755969,2.0,1.0,0.007302985043710513,0.23333333333333334,3,2020-10-12,EIB,0.675,strong,True,False,False,-0.89,-2.02,0.5,balanced,False,EIB
237,244,7,-2.04,,end,2020-12-31,1.0,0.0,37.8701716738197,1.8708871507650104,4.0,3.0,-0.12901935831797678,1.0,3,2020-12-22,EIB,0.4,strong,False,False,False,14.54,0.0,13.31,balanced,False,EIB
31,42,11,-8.05,216.52,signal,2020-03-09,0.6338461538461545,0.06022267206477721,29.779068561352545,0.6078837614524197,0.0,2.0,0.0011777869278964542,0.6666666666666666,4,2020-02-21,FPT,0.31875,moderate,False,False,False,0.36,-4.73,0.93,defensive,False,FPT
81,106,25,1.88,138.37,signal,2020-06-11,0.9735849056603773,0.003663003663003678,2.364619834494036,0.7418764851645296,3.0,3.0,-0.026639441597060897,0.3333333333333333,2,2020-05-06,FPT,0.425,strong,False,False,False,4.31,0.0,6.3,defensive,False,FPT
150,205,55,9.45,151.17,signal,2020-10-29,0.7568807339449553,0.026368159203979977,4.985992276822884,0.8453229834220899,0.0,2.0,-0.031864440714250285,0.7,3,2020-08-12,FPT,0.425,moderate,False,False,False,1.06,-2.28,1.95,defensive,False,FPT
208,250,42,11.96,,end,2020-12-31,0.6021505376344093,0.03242769500438205,-1.7941367580170606,0.9084312194786088,2.0,3.0,-0.03384167062856745,0.4666666666666667,3,2020-11-03,FPT,0.765,strong,False,False,False,1.33,-2.23,1.62,defensive,False,FPT
19,40,21,13.26,221.98,signal,2020-03-05,0.18387096774193554,0.328998699609883,2.213389447431993,1.8247381791053232,1.0,1.0,0.04628186383636043,0.6666666666666666,4,2020-02-05,FRT,0.34,weak,False,False,True,-4.47,-22.95,-8.85,balanced,False,FRT
41,44,3,-16.16,266.99,signal_hard_cap,2020-03-11,0.6086956521739129,0.10668103448275865,-6.212280473834035,1.17387840784827,0.0,2.0,0.48187085902828053,0.3333333333333333,4,2020-03-06,FRT,0.26775,strong,False,False,False,0.22,-6.64,5.18,balanced,False,FRT
61,83,22,-10.29,277.02,signal,2020-06-25,1.0,0.0,44.04761904761902,1.414003148199481,4.0,2.0,0.5230166393654182,0.25,3,2020-05-25,FRT,0.26775,moderate,False,False,True,140.0,0.0,79.97,balanced,False,FRT
97,105,8,-15.76,12.65,signal_hard_cap,2020-07-27,0.9174757281553398,0.015219337511190683,7.868601297764961,1.1458197348645573,3.0,2.0,0.08013506246999194,0.06666666666666667,3,2020-07-15,FRT,0.9,strong,False,False,False,4.98,-0.36,5.57,balanced,False,FRT
127,151,24,2.52,175.01,signal,2020-09-30,0.8289473684210531,0.0363466915191052,13.249299719887972,1.2542748792839478,2.0,2.0,-0.0060417927245779435,0.4666666666666667,4,2020-08-26,FRT,0.375,moderate,False,False,False,5.61,-1.01,8.19,balanced,False,FRT
156,163,7,-5.83,3.44,signal,2020-10-16,0.6090909090909092,0.03742384682332461,7.585873246250628,0.8770554131598373,2.0,3.0,-0.05201818347866013,0.016666666666666666,4,2020-10-07,FRT,0.95,strong,False,False,False,4.45,-0.95,1.8,balanced,False,FRT
184,193,9,0.49,303.22,signal,2020-11-27,0.5038167938931304,0.06416584402764053,4.811715481171561,1.0693961716386526,0.0,2.0,-0.02337906269913876,0.48333333333333334,4,2020-11-16,FRT,0.25,weak,False,False,False,-2.22,-5.59,-1.02,balanced,False,FRT
199,217,18,23.07,,end,2020-12-31,0.8385826771653543,0.03439597315436243,17.995248097517262,2.0787340278230344,1.0,2.0,0.2967458130142466,1.0,4,2020-12-07,FRT,0.4,strong,False,False,False,9.46,0.0,12.09,balanced,False,FRT
78,87,9,-5.64,103.56,signal,2020-06-15,0.8735465116279073,0.01837381203801473,-6.028309040357215,0.8777761714826181,2.0,2.0,0.024365531459733088,0.016666666666666666,1,2020-06-02,GAS,0.5,strong,False,False,False,2.0,0.0,5.67,balanced,False,GAS
109,116,7,-5.27,167.07,fast_exit_loss,2020-07-24,0.8283712784588435,0.02090889694900798,9.101998747521122,1.4592776253742656,3.0,4.0,-0.030342997963533687,0.15,4,2020-07-15,GAS,0.375,moderate,False,False,False,3.74,-0.15,4.1,balanced,False,GAS
138,147,9,-1.37,170.73,signal,2020-09-10,0.8604316546762593,0.020438263801095636,-11.70439358503171,1.009636820310909,1.0,3.0,-0.021466325009178774,0.4666666666666667,2,2020-08-27,GAS,0.375,strong,False,False,False,2.82,-1.08,3.82,balanced,False,GAS
