timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret20,ret60,drop20,dist_sma20,breakout,vshape_raw,choppy_regime,ret5_hot,dp_floor,is_real_entry
2018-08-30 06:00:00+00:00,strong,2,0.6813186813186846,0.003006115890950531,-5.076833300914039,0.8843421372379912,2.0,0.5,0.0024940247324121145,0.0048958333333333215,0.005419489317352921,-0.002584780810587217,0.0009961192852845357,False,False,False,0.06999999999999999,0.017,False
2018-08-30 07:00:00+00:00,strong,2,1.0,0.0,13.637696744549395,0.9271258594106068,3.0,0.5,0.008835758835758822,0.012519561815336422,0.011675179818617876,0.0,0.006387788539311989,True,False,False,0.06999999999999999,0.017,False
2018-08-31 02:00:00+00:00,strong,2,0.9313725490196141,0.0007215750953509244,18.08798646362073,0.9670564585325193,3.0,0.5,0.00883943427620637,0.008105580380338928,0.009574357373295816,-0.00041215868109223397,0.00556632425652781,False,False,False,0.06999999999999999,0.017,False
2018-08-31 03:00:00+00:00,strong,2,0.9117647058823546,0.0009279307145066267,17.660737123589705,0.9529689778269395,3.0,0.5,0.008631447587354346,0.006537982565379741,0.012316042166788277,-0.0006182380216384065,0.005030853483516173,False,False,False,0.06999999999999999,0.017,False
2018-08-31 04:00:00+00:00,strong,2,0.929133858267718,0.0009255450431920787,20.928165007112277,0.9621748588928478,3.0,0.5,0.009237156201349128,0.00819077242094357,0.015031315240083387,0.0,0.0072091481604241725,False,False,False,0.06999999999999999,0.017,False
2018-08-31 06:00:00+00:00,strong,4,0.6614173228346474,0.004437564499483957,3.3018867924528124,1.1033360612333316,2.0,0.5,0.0044573442520989826,0.005499636816436615,0.010216847372810589,-0.0034965034965034336,0.0034120150563576868,False,False,False,0.06999999999999999,0.017,False
2018-08-31 07:00:00+00:00,moderate,3,0.40157480314961025,0.007869938904421569,-11.013628249226763,1.1806261807859686,1.0,0.5,-0.004945904173106586,0.002595514950166189,0.020177477287132817,-0.006890168654874462,-0.0001345992565978671,False,False,False,0.06,0.02,False
2018-09-04 02:00:00+00:00,moderate,3,0.39370078740157693,0.007974316487158174,-8.631620226138573,1.1756641778916475,1.0,0.5,-0.0046386970415420725,0.0,0.025597450876261307,-0.006993006993006978,-0.00023813714628884153,False,False,False,0.06,0.02,False
2018-09-04 03:00:00+00:00,moderate,2,0.23622047244094616,0.010066417600664105,-10.655737704917769,1.2628513261324437,2.0,0.5,-0.006495515001546548,-0.0020712510356255542,0.028608027327071017,-0.009049773755656076,-0.002205585412071609,False,False,False,0.06,0.02,False
2018-09-04 04:00:00+00:00,moderate,2,0.1259842519685064,0.011536063188526199,-20.488610881623543,1.244387464118892,2.0,0.5,-0.010489510489510412,-0.005169561621174545,0.02569022492271622,-0.010489510489510412,-0.003397273894850117,False,False,False,0.06,0.02,False
2018-09-04 06:00:00+00:00,moderate,3,0.14960629921259744,0.011220779220779173,-6.927164867759615,1.1819007039644311,1.0,0.45,-0.006707946336429349,-0.0024873043838739006,0.02067868504772008,-0.010180995475113086,-0.0029626253418414406,False,False,False,0.06,0.02,False
2018-09-04 07:00:00+00:00,moderate,2,0.0,0.01809623430962338,-11.335844682700873,1.164062675326191,1.0,0.48333333333333334,-0.010044527285906657,-0.009942004971002505,0.009503695881731833,-0.01686548745372274,-0.00920321698034976,False,False,False,0.06,0.02,False
2018-09-05 02:00:00+00:00,moderate,3,0.07964601769911335,0.0218372703412073,-16.78969957081567,1.2695801229181651,1.0,0.55,-0.013566694283347114,-0.012851072650015505,0.0005252100840336116,-0.020464829288358688,-0.012195880779042989,False,False,False,0.06,0.02,False
2018-09-05 03:00:00+00:00,moderate,4,0.11946902654867003,0.020872666247115562,-12.753057507155908,1.3042784286110578,1.0,0.65,-0.010585305105853093,-0.011303536243907453,0.004848229342327093,-0.0195392842451666,-0.010703371847486154,False,False,False,0.06,0.02,False
2018-09-05 04:00:00+00:00,moderate,3,0.04115226337448567,0.024526315789473636,-21.591748409418187,1.3394532657820934,1.0,0.85,-0.012679276657659555,-0.015748031496063075,-0.0045059205700512805,-0.023035787741670033,-0.013453380479877208,False,False,False,0.06,0.02,False
